Fecha;Hora;PM25_P1;PM25_P2;PM25_P3;PM25_P4;PM25_P5;PM25_SINCA
250820;1400;140,65;143,683;143,117;145,967;148,95;36
250820;1500;134,35;136,7;136,017;139,567;141,867;21
250820;1600;123,733;125,617;124,767;128,5;130,583;20
250820;1700;118,45;120,083;119,25;122,667;125,25;14
250820;1800;110,933;112,75;112,033;116,633;119,65;11
250820;1900;120,067;121,633;119,75;124,6;126,217;5
250820;2000;109,733;110,567;109,717;113,85;114,833;7
250820;2100;99,517;100,317;101,083;103,2;104,5;6
250820;2200;98,683;99,717;100,5;102,433;103,883;6
250820;2300;98;99;100;102;103;4
250821;0;98;99;100;102;103;4
250821;100;98;99;100;102;103;3
250821;200;98;99;100;102;103;2
250821;300;98;99;100;102;103;1
250821;400;98;99;100;102;103;1
250821;500;98;99;100;102;103;1
250821;600;98;99;100;102;103;1
250821;700;98;99;100;102;103;1
250821;800;98;99;100;102;103;1
250821;900;98;99;100;102;103;1
250821;1000;98;99;100;102;103;1
250821;1100;98;99;100;102;103;1
250821;1200;98;99;100;102;103,033;1
250821;1300;98;99;100;102;103;1
250821;1400;98;99;100;102;103;1
250821;1500;98;99;100;102;103;2
250821;1600;98;99;100;102;103;4
250821;1700;98,433;99,25;100,2;102,167;103,4;4
250821;1800;98;99;100;102;103;2
250821;1900;98;99;100;102;103;2
250821;2000;98;99;100;102;103;1
250821;2100;98;99;100;102;103;2
250821;2200;98;99;100;102;103;3
250821;2300;98,167;99,133;100,067;102,167;103,25;1
250822;0;98;99;100;102;103;1
250822;100;98;99;100;102,017;103;3
250822;200;98;99;100;102;103,017;1
250822;300;98;99;100;102;103;1
250822;400;98;99;100;102;103;1
250822;500;99,233;100,15;100,367;103,383;104,25;1
250822;600;98;99;100;102;103;2
250822;700;98,233;99,1;100,017;102,2;103,25;2
250822;800;101,05;101,6;101,433;105,233;106,317;4
250822;900;99,217;100,167;100,75;102,85;104,4;2
250822;1000;100,683;102,033;102,15;103,85;106,133;4
250822;1100;98,5;99,417;100,3;102,017;103,583;6
250822;1200;98,067;99;100;102;103,067;3
250822;1300;98,033;99,05;100,017;102;103,05;2
250822;1400;98,133;99,2;100,117;102,117;103,233;4
250822;1500;98,183;99,067;100,05;102,05;103,3;4
250822;1600;98,95;99,933;100,75;102,533;104,25;6
250822;1700;98,883;99,883;100,617;102,367;103,933;4
250822;1800;99,583;100,4;100,75;103,033;104,817;4
250822;1900;99,05;99,7;100,4;102,3;103,917;4
250822;2000;108,567;109,4;107,75;112;114,683;3
250822;2100;108,8;109,65;107,933;113;114,133;5
250822;2200;120,583;120,867;115,883;127,95;127,033;9
250822;2300;124,35;124,333;120,133;131,783;131,383;14
250823;0;107,05;107,65;106,183;114,55;113,583;8
250823;100;98,417;99,317;100,117;102,633;103,417;1
250823;200;98,133;99,067;100,05;102,167;103,2;6
250823;300;98;99,017;100;102;103;4
250823;400;98;99;100;102;103;5
250823;500;98;99;100;102;103;4
250823;600;98;99;100;102;103;3
250823;700;98,017;99;100;102;103,017;4
250823;800;98;99;100;102;103,017;3
250823;900;98,05;99;100;102;103,033;3
250823;1000;98,15;99,067;100,117;102;103,367;4
250823;1100;98,967;100,033;100,683;102,283;104,033;3
250823;1200;101,183;102,183;102,95;103,85;106,617;4
250823;1300;102,567;103,667;104,417;105,15;108,35;5
250823;1400;109,033;110,6;111,417;109,883;116,067;8
250823;1500;121,317;123,767;124,167;122,5;128,733;9
250823;1600;122,733;124,567;124,933;123,85;129,667;12
250823;1700;117,167;119,1;118,167;119,133;123,7;10
250823;1800;98;99;100;102;103;5
250823;1900;98,367;99,183;100,167;102,317;103,383;1
250823;2000;100,367;101,083;101,383;104,033;105,867;2
250823;2100;99,95;100,883;101,383;104,133;105,667;2
250823;2200;105,367;106,333;106,183;109,267;111,7;5
250823;2300;101,567;102,183;102,517;105,317;107,367;8
