"wday";"hour";"sensor";"sensores";"value_PM25"
"sáb\,";23;"P2";"value";147,167
"sáb\,";23;"SINCA";"PM25_SINCA";30
"sáb\,";23;"P3";"value";143,017
"sáb\,";23;"SINCA";"PM25_SINCA";30
"sáb\,";23;"P4";"value";153,167
"sáb\,";23;"SINCA";"PM25_SINCA";30
"sáb\,";23;"P5";"value";152,7
"sáb\,";23;"SINCA";"PM25_SINCA";30
"dom\,";0;"P1";"value";138,45
"dom\,";0;"SINCA";"PM25_SINCA";24
"dom\,";0;"P2";"value";140,983
"dom\,";0;"SINCA";"PM25_SINCA";24
"dom\,";0;"P3";"value";137,417
"dom\,";0;"SINCA";"PM25_SINCA";24
"dom\,";0;"P4";"value";146,417
"dom\,";0;"SINCA";"PM25_SINCA";24
"dom\,";0;"P5";"value";146,433
"dom\,";0;"SINCA";"PM25_SINCA";24
"dom\,";1;"P1";"value";138,517
"dom\,";1;"SINCA";"PM25_SINCA";25
"dom\,";1;"P2";"value";140,65
"dom\,";1;"SINCA";"PM25_SINCA";25
"dom\,";1;"P3";"value";137,9
"dom\,";1;"SINCA";"PM25_SINCA";25
"dom\,";1;"P4";"value";145,633
"dom\,";1;"SINCA";"PM25_SINCA";25
"dom\,";1;"P5";"value";146,533
"dom\,";1;"SINCA";"PM25_SINCA";25
"dom\,";2;"P1";"value";139,733
"dom\,";2;"SINCA";"PM25_SINCA";25
"dom\,";2;"P2";"value";141,517
"dom\,";2;"SINCA";"PM25_SINCA";25
"dom\,";2;"P3";"value";138,083
"dom\,";2;"SINCA";"PM25_SINCA";25
"dom\,";2;"P4";"value";148,75
"dom\,";2;"SINCA";"PM25_SINCA";25
"dom\,";2;"P5";"value";148,517
"dom\,";2;"SINCA";"PM25_SINCA";25
"dom\,";3;"P1";"value";146,483
"dom\,";3;"SINCA";"PM25_SINCA";32
"dom\,";3;"P2";"value";148,783
"dom\,";3;"SINCA";"PM25_SINCA";32
"dom\,";3;"P3";"value";144,45
"dom\,";3;"SINCA";"PM25_SINCA";32
"dom\,";3;"P4";"value";157,2
"dom\,";3;"SINCA";"PM25_SINCA";32
"dom\,";3;"P5";"value";155,583
"dom\,";3;"SINCA";"PM25_SINCA";32
"dom\,";4;"P1";"value";144,583
"dom\,";4;"SINCA";"PM25_SINCA";25
"dom\,";4;"P2";"value";146,65
"dom\,";4;"SINCA";"PM25_SINCA";25
"dom\,";4;"P3";"value";142,55
"dom\,";4;"SINCA";"PM25_SINCA";25
"dom\,";4;"P4";"value";155,7
"dom\,";4;"SINCA";"PM25_SINCA";25
"dom\,";4;"P5";"value";152,85
"dom\,";4;"SINCA";"PM25_SINCA";25
"dom\,";5;"P1";"value";144,5
"dom\,";5;"SINCA";"PM25_SINCA";25
"dom\,";5;"P2";"value";146,717
"dom\,";5;"SINCA";"PM25_SINCA";25
"dom\,";5;"P3";"value";142,083
"dom\,";5;"SINCA";"PM25_SINCA";25
"dom\,";5;"P4";"value";157,367
"dom\,";5;"SINCA";"PM25_SINCA";25
"dom\,";5;"P5";"value";152,567
"dom\,";5;"SINCA";"PM25_SINCA";25
"dom\,";6;"P1";"value";143,367
"dom\,";6;"SINCA";"PM25_SINCA";28
"dom\,";6;"P2";"value";144,917
"dom\,";6;"SINCA";"PM25_SINCA";28
"dom\,";6;"P3";"value";140,367
"dom\,";6;"SINCA";"PM25_SINCA";28
"dom\,";6;"P4";"value";156,05
"dom\,";6;"SINCA";"PM25_SINCA";28
"dom\,";6;"P5";"value";151,65
"dom\,";6;"SINCA";"PM25_SINCA";28
"dom\,";7;"P1";"value";143,483
"dom\,";7;"SINCA";"PM25_SINCA";23
"dom\,";7;"P2";"value";144,833
"dom\,";7;"SINCA";"PM25_SINCA";23
"dom\,";7;"P3";"value";140,233
"dom\,";7;"SINCA";"PM25_SINCA";23
"dom\,";7;"P4";"value";156,95
"dom\,";7;"SINCA";"PM25_SINCA";23
"dom\,";7;"P5";"value";151,567
"dom\,";7;"SINCA";"PM25_SINCA";23
"dom\,";8;"P1";"value";140,1
"dom\,";8;"SINCA";"PM25_SINCA";24
"dom\,";8;"P2";"value";141,567
"dom\,";8;"SINCA";"PM25_SINCA";24
"dom\,";8;"P3";"value";137,417
"dom\,";8;"SINCA";"PM25_SINCA";24
"dom\,";8;"P4";"value";152,9
"dom\,";8;"SINCA";"PM25_SINCA";24
"dom\,";8;"P5";"value";148,767
"dom\,";8;"SINCA";"PM25_SINCA";24
"dom\,";9;"P1";"value";138,2
"dom\,";9;"SINCA";"PM25_SINCA";24
"dom\,";9;"P2";"value";140,783
"dom\,";9;"SINCA";"PM25_SINCA";24
"dom\,";9;"P3";"value";137,483
"dom\,";9;"SINCA";"PM25_SINCA";24
"dom\,";9;"P4";"value";147,567
"dom\,";9;"SINCA";"PM25_SINCA";24
"dom\,";9;"P5";"value";146,917
"dom\,";9;"SINCA";"PM25_SINCA";24
"dom\,";10;"P1";"value";157,183
"dom\,";10;"SINCA";"PM25_SINCA";46
"dom\,";10;"P2";"value";163,383
"dom\,";10;"SINCA";"PM25_SINCA";46
"dom\,";10;"P3";"value";158,3
"dom\,";10;"SINCA";"PM25_SINCA";46
"dom\,";10;"P4";"value";170
"dom\,";10;"SINCA";"PM25_SINCA";46
"dom\,";10;"P5";"value";170,217
"dom\,";10;"SINCA";"PM25_SINCA";46
"dom\,";11;"P1";"value";163,3
"dom\,";11;"SINCA";"PM25_SINCA";49
"dom\,";11;"P2";"value";169,883
"dom\,";11;"SINCA";"PM25_SINCA";49
"dom\,";11;"P3";"value";165,433
"dom\,";11;"SINCA";"PM25_SINCA";49
"dom\,";11;"P4";"value";177,983
"dom\,";11;"SINCA";"PM25_SINCA";49
"dom\,";11;"P5";"value";180,267
"dom\,";11;"SINCA";"PM25_SINCA";49
"dom\,";12;"P1";"value";160,117
"dom\,";12;"SINCA";"PM25_SINCA";51
"dom\,";12;"P2";"value";167,717
"dom\,";12;"SINCA";"PM25_SINCA";51
"dom\,";12;"P3";"value";163,65
"dom\,";12;"SINCA";"PM25_SINCA";51
"dom\,";12;"P4";"value";172,233
"dom\,";12;"SINCA";"PM25_SINCA";51
"dom\,";12;"P5";"value";176,083
"dom\,";12;"SINCA";"PM25_SINCA";51
"dom\,";13;"P1";"value";196,133
"dom\,";13;"SINCA";"PM25_SINCA";82
"dom\,";13;"P2";"value";207,333
"dom\,";13;"SINCA";"PM25_SINCA";82
"dom\,";13;"P3";"value";202,8
"dom\,";13;"SINCA";"PM25_SINCA";82
"dom\,";13;"P4";"value";214,25
"dom\,";13;"SINCA";"PM25_SINCA";82
"dom\,";13;"P5";"value";221,7
"dom\,";13;"SINCA";"PM25_SINCA";82
"dom\,";14;"P1";"value";211,8
"dom\,";14;"SINCA";"PM25_SINCA";95
"dom\,";14;"P2";"value";224,45
"dom\,";14;"SINCA";"PM25_SINCA";95
"dom\,";14;"P3";"value";219,267
"dom\,";14;"SINCA";"PM25_SINCA";95
"dom\,";14;"P4";"value";231,95
"dom\,";14;"SINCA";"PM25_SINCA";95
"dom\,";14;"P5";"value";241,067
"dom\,";14;"SINCA";"PM25_SINCA";95
"dom\,";15;"P1";"value";224,683
"dom\,";15;"SINCA";"PM25_SINCA";106
"dom\,";15;"P2";"value";239,75
"dom\,";15;"SINCA";"PM25_SINCA";106
"dom\,";15;"P3";"value";233,617
"dom\,";15;"SINCA";"PM25_SINCA";106
"dom\,";15;"P4";"value";250,817
"dom\,";15;"SINCA";"PM25_SINCA";106
"dom\,";15;"P5";"value";255,667
"dom\,";15;"SINCA";"PM25_SINCA";106
"dom\,";16;"P1";"value";227,417
"dom\,";16;"SINCA";"PM25_SINCA";105
"dom\,";16;"P2";"value";242,45
"dom\,";16;"SINCA";"PM25_SINCA";105
"dom\,";16;"P3";"value";232,15
"dom\,";16;"SINCA";"PM25_SINCA";105
"dom\,";16;"P4";"value";260,983
"dom\,";16;"SINCA";"PM25_SINCA";105
"dom\,";16;"P5";"value";260,3
"dom\,";16;"SINCA";"PM25_SINCA";105
"dom\,";17;"P1";"value";215,467
"dom\,";17;"SINCA";"PM25_SINCA";86
"dom\,";17;"P2";"value";228,55
"dom\,";17;"SINCA";"PM25_SINCA";86
"dom\,";17;"P3";"value";213,433
"dom\,";17;"SINCA";"PM25_SINCA";86
"dom\,";17;"P4";"value";256,617
"dom\,";17;"SINCA";"PM25_SINCA";86
"dom\,";17;"P5";"value";242,267
"dom\,";17;"SINCA";"PM25_SINCA";86
"dom\,";18;"P1";"value";203,9
"dom\,";18;"SINCA";"PM25_SINCA";74
"dom\,";18;"P2";"value";214,633
"dom\,";18;"SINCA";"PM25_SINCA";74
"dom\,";18;"P3";"value";197,183
"dom\,";18;"SINCA";"PM25_SINCA";74
"dom\,";18;"P4";"value";253,583
"dom\,";18;"SINCA";"PM25_SINCA";74
"dom\,";18;"P5";"value";225,65
"dom\,";18;"SINCA";"PM25_SINCA";74
"dom\,";19;"P1";"value";207,617
"dom\,";19;"SINCA";"PM25_SINCA";77
"dom\,";19;"P2";"value";218,567
"dom\,";19;"SINCA";"PM25_SINCA";77
"dom\,";19;"P3";"value";199,6
"dom\,";19;"SINCA";"PM25_SINCA";77
"dom\,";19;"P4";"value";266,167
"dom\,";19;"SINCA";"PM25_SINCA";77
"dom\,";19;"P5";"value";231,217
"dom\,";19;"SINCA";"PM25_SINCA";77
"dom\,";20;"P1";"value";208,383
"dom\,";20;"SINCA";"PM25_SINCA";76
"dom\,";20;"P2";"value";216,883
"dom\,";20;"SINCA";"PM25_SINCA";76
"dom\,";20;"P3";"value";198,35
"dom\,";20;"SINCA";"PM25_SINCA";76
"dom\,";20;"P4";"value";262,017
"dom\,";20;"SINCA";"PM25_SINCA";76
"dom\,";20;"P5";"value";230,433
"dom\,";20;"SINCA";"PM25_SINCA";76
"dom\,";21;"P1";"value";208,917
"dom\,";21;"SINCA";"PM25_SINCA";76
"dom\,";21;"P2";"value";217,983
"dom\,";21;"SINCA";"PM25_SINCA";76
"dom\,";21;"P3";"value";199,083
"dom\,";21;"SINCA";"PM25_SINCA";76
"dom\,";21;"P4";"value";263,65
"dom\,";21;"SINCA";"PM25_SINCA";76
"dom\,";21;"P5";"value";231,4
"dom\,";21;"SINCA";"PM25_SINCA";76
"dom\,";22;"P1";"value";204,75
"dom\,";22;"SINCA";"PM25_SINCA";81
"dom\,";22;"P2";"value";214,35
"dom\,";22;"SINCA";"PM25_SINCA";81
"dom\,";22;"P3";"value";196,2
"dom\,";22;"SINCA";"PM25_SINCA";81
"dom\,";22;"P4";"value";259,617
"dom\,";22;"SINCA";"PM25_SINCA";81
"dom\,";22;"P5";"value";228,45
"dom\,";22;"SINCA";"PM25_SINCA";81
"dom\,";23;"P1";"value";200,017
"dom\,";23;"SINCA";"PM25_SINCA";78
"dom\,";23;"P2";"value";210,8
"dom\,";23;"SINCA";"PM25_SINCA";78
"dom\,";23;"P3";"value";193,633
"dom\,";23;"SINCA";"PM25_SINCA";78
"dom\,";23;"P4";"value";253,35
"dom\,";23;"SINCA";"PM25_SINCA";78
"dom\,";23;"P5";"value";223,15
"dom\,";23;"SINCA";"PM25_SINCA";78
"lun\,";0;"P1";"value";196,35
"lun\,";0;"SINCA";"PM25_SINCA";84
"lun\,";0;"P2";"value";206,367
"lun\,";0;"SINCA";"PM25_SINCA";84
"lun\,";0;"P3";"value";189,45
"lun\,";0;"SINCA";"PM25_SINCA";84
"lun\,";0;"P4";"value";246,817
"lun\,";0;"SINCA";"PM25_SINCA";84
"lun\,";0;"P5";"value";218,35
"lun\,";0;"SINCA";"PM25_SINCA";84
"lun\,";1;"P1";"value";194,567
"lun\,";1;"SINCA";"PM25_SINCA";72
"lun\,";1;"P2";"value";206,483
"lun\,";1;"SINCA";"PM25_SINCA";72
"lun\,";1;"P3";"value";189,033
"lun\,";1;"SINCA";"PM25_SINCA";72
"lun\,";1;"P4";"value";251,55
"lun\,";1;"SINCA";"PM25_SINCA";72
"lun\,";1;"P5";"value";217,033
"lun\,";1;"SINCA";"PM25_SINCA";72
"lun\,";2;"P1";"value";186,867
"lun\,";2;"SINCA";"PM25_SINCA";73
"lun\,";2;"P2";"value";196,167
"lun\,";2;"SINCA";"PM25_SINCA";73
"lun\,";2;"P3";"value";180,2
"lun\,";2;"SINCA";"PM25_SINCA";73
"lun\,";2;"P4";"value";234,017
"lun\,";2;"SINCA";"PM25_SINCA";73
"lun\,";2;"P5";"value";206,867
"lun\,";2;"SINCA";"PM25_SINCA";73
"lun\,";3;"P1";"value";181,8
"lun\,";3;"SINCA";"PM25_SINCA";73
"lun\,";3;"P2";"value";190,583
"lun\,";3;"SINCA";"PM25_SINCA";73
"lun\,";3;"P3";"value";175,717
"lun\,";3;"SINCA";"PM25_SINCA";73
"lun\,";3;"P4";"value";227,767
"lun\,";3;"SINCA";"PM25_SINCA";73
"lun\,";3;"P5";"value";200,917
"lun\,";3;"SINCA";"PM25_SINCA";73
"lun\,";4;"P1";"value";174,617
"lun\,";4;"SINCA";"PM25_SINCA";63
"lun\,";4;"P2";"value";180,733
"lun\,";4;"SINCA";"PM25_SINCA";63
"lun\,";4;"P3";"value";168,867
"lun\,";4;"SINCA";"PM25_SINCA";63
"lun\,";4;"P4";"value";216,833
"lun\,";4;"SINCA";"PM25_SINCA";63
"lun\,";4;"P5";"value";192,517
"lun\,";4;"SINCA";"PM25_SINCA";63
"lun\,";5;"P1";"value";173,683
"lun\,";5;"SINCA";"PM25_SINCA";63
"lun\,";5;"P2";"value";178,983
"lun\,";5;"SINCA";"PM25_SINCA";63
"lun\,";5;"P3";"value";167,633
"lun\,";5;"SINCA";"PM25_SINCA";63
"lun\,";5;"P4";"value";213,733
"lun\,";5;"SINCA";"PM25_SINCA";63
"lun\,";5;"P5";"value";190,367
"lun\,";5;"SINCA";"PM25_SINCA";63
"lun\,";6;"P1";"value";173,783
"lun\,";6;"SINCA";"PM25_SINCA";60
"lun\,";6;"P2";"value";178,983
"lun\,";6;"SINCA";"PM25_SINCA";60
"lun\,";6;"P3";"value";168,133
"lun\,";6;"SINCA";"PM25_SINCA";60
"lun\,";6;"P4";"value";216,7
"lun\,";6;"SINCA";"PM25_SINCA";60
"lun\,";6;"P5";"value";190,083
"lun\,";6;"SINCA";"PM25_SINCA";60
"lun\,";7;"P1";"value";173,567
"lun\,";7;"SINCA";"PM25_SINCA";52
"lun\,";7;"P2";"value";178,517
"lun\,";7;"SINCA";"PM25_SINCA";52
"lun\,";7;"P3";"value";167,65
"lun\,";7;"SINCA";"PM25_SINCA";52
"lun\,";7;"P4";"value";217,05
"lun\,";7;"SINCA";"PM25_SINCA";52
"lun\,";7;"P5";"value";188,883
"lun\,";7;"SINCA";"PM25_SINCA";52
"lun\,";8;"P1";"value";176,4
"lun\,";8;"SINCA";"PM25_SINCA";65
"lun\,";8;"P2";"value";181,883
"lun\,";8;"SINCA";"PM25_SINCA";65
"lun\,";8;"P3";"value";168,95
"lun\,";8;"SINCA";"PM25_SINCA";65
"lun\,";8;"P4";"value";220,717
"lun\,";8;"SINCA";"PM25_SINCA";65
"lun\,";8;"P5";"value";193,217
"lun\,";8;"SINCA";"PM25_SINCA";65
"lun\,";9;"P1";"value";175,733
"lun\,";9;"SINCA";"PM25_SINCA";71
"lun\,";9;"P2";"value";182,733
"lun\,";9;"SINCA";"PM25_SINCA";71
"lun\,";9;"P3";"value";169,967
"lun\,";9;"SINCA";"PM25_SINCA";71
"lun\,";9;"P4";"value";220,05
"lun\,";9;"SINCA";"PM25_SINCA";71
"lun\,";9;"P5";"value";194,517
"lun\,";9;"SINCA";"PM25_SINCA";71
"lun\,";10;"P1";"value";174,967
"lun\,";10;"SINCA";"PM25_SINCA";73
"lun\,";10;"P2";"value";182,95
"lun\,";10;"SINCA";"PM25_SINCA";73
"lun\,";10;"P3";"value";171,367
"lun\,";10;"SINCA";"PM25_SINCA";73
"lun\,";10;"P4";"value";215,167
"lun\,";10;"SINCA";"PM25_SINCA";73
"lun\,";10;"P5";"value";194,417
"lun\,";10;"SINCA";"PM25_SINCA";73
"lun\,";11;"P1";"value";173,933
"lun\,";11;"SINCA";"PM25_SINCA";80
"lun\,";11;"P2";"value";180,95
"lun\,";11;"SINCA";"PM25_SINCA";80
"lun\,";11;"P3";"value";173,833
"lun\,";11;"SINCA";"PM25_SINCA";80
"lun\,";11;"P4";"value";205,5
"lun\,";11;"SINCA";"PM25_SINCA";80
"lun\,";11;"P5";"value";194,15
"lun\,";11;"SINCA";"PM25_SINCA";80
"lun\,";12;"P1";"value";173,117
"lun\,";12;"SINCA";"PM25_SINCA";78
"lun\,";12;"P2";"value";182,95
"lun\,";12;"SINCA";"PM25_SINCA";78
"lun\,";12;"P3";"value";175,85
"lun\,";12;"SINCA";"PM25_SINCA";78
"lun\,";12;"P4";"value";199,533
"lun\,";12;"SINCA";"PM25_SINCA";78
"lun\,";12;"P5";"value";193,617
"lun\,";12;"SINCA";"PM25_SINCA";78
"lun\,";13;"P1";"value";180
"lun\,";13;"SINCA";"PM25_SINCA";83
"lun\,";13;"P2";"value";190,567
"lun\,";13;"SINCA";"PM25_SINCA";83
"lun\,";13;"P3";"value";183,117
"lun\,";13;"SINCA";"PM25_SINCA";83
"lun\,";13;"P4";"value";213,217
"lun\,";13;"SINCA";"PM25_SINCA";83
"lun\,";13;"P5";"value";202,433
"lun\,";13;"SINCA";"PM25_SINCA";83
"lun\,";14;"P1";"value";183,083
"lun\,";14;"SINCA";"PM25_SINCA";82
"lun\,";14;"P2";"value";192,383
"lun\,";14;"SINCA";"PM25_SINCA";82
"lun\,";14;"P3";"value";184,65
"lun\,";14;"SINCA";"PM25_SINCA";82
"lun\,";14;"P4";"value";217,8
"lun\,";14;"SINCA";"PM25_SINCA";82
"lun\,";14;"P5";"value";205,767
"lun\,";14;"SINCA";"PM25_SINCA";82
"lun\,";15;"P1";"value";187
"lun\,";15;"SINCA";"PM25_SINCA";84
"lun\,";15;"P2";"value";197,9
"lun\,";15;"SINCA";"PM25_SINCA";84
"lun\,";15;"P3";"value";187,083
"lun\,";15;"SINCA";"PM25_SINCA";84
"lun\,";15;"P4";"value";225,5
"lun\,";15;"SINCA";"PM25_SINCA";84
"lun\,";15;"P5";"value";211,167
"lun\,";15;"SINCA";"PM25_SINCA";84
"lun\,";16;"P1";"value";189,867
"lun\,";16;"SINCA";"PM25_SINCA";84
"lun\,";16;"P2";"value";200,2
"lun\,";16;"SINCA";"PM25_SINCA";84
"lun\,";16;"P3";"value";188,617
"lun\,";16;"SINCA";"PM25_SINCA";84
"lun\,";16;"P4";"value";230,567
"lun\,";16;"SINCA";"PM25_SINCA";84
"lun\,";16;"P5";"value";213,4
"lun\,";16;"SINCA";"PM25_SINCA";84
"lun\,";17;"P1";"value";192,933
"lun\,";17;"SINCA";"PM25_SINCA";85
"lun\,";17;"P2";"value";201,667
"lun\,";17;"SINCA";"PM25_SINCA";85
"lun\,";17;"P3";"value";188,133
"lun\,";17;"SINCA";"PM25_SINCA";85
"lun\,";17;"P4";"value";237,483
"lun\,";17;"SINCA";"PM25_SINCA";85
"lun\,";17;"P5";"value";215,467
"lun\,";17;"SINCA";"PM25_SINCA";85
"lun\,";18;"P1";"value";195,383
"lun\,";18;"SINCA";"PM25_SINCA";86
"lun\,";18;"P2";"value";206,5
"lun\,";18;"SINCA";"PM25_SINCA";86
"lun\,";18;"P3";"value";188,9
"lun\,";18;"SINCA";"PM25_SINCA";86
"lun\,";18;"P4";"value";245,867
"lun\,";18;"SINCA";"PM25_SINCA";86
"lun\,";18;"P5";"value";217,533
"lun\,";18;"SINCA";"PM25_SINCA";86
"lun\,";19;"P1";"value";195,017
"lun\,";19;"SINCA";"PM25_SINCA";83
"lun\,";19;"P2";"value";203,217
"lun\,";19;"SINCA";"PM25_SINCA";83
"lun\,";19;"P3";"value";187,583
"lun\,";19;"SINCA";"PM25_SINCA";83
"lun\,";19;"P4";"value";245,1
"lun\,";19;"SINCA";"PM25_SINCA";83
"lun\,";19;"P5";"value";214,767
"lun\,";19;"SINCA";"PM25_SINCA";83
"lun\,";20;"P1";"value";198,2
"lun\,";20;"SINCA";"PM25_SINCA";86
"lun\,";20;"P2";"value";205,917
"lun\,";20;"SINCA";"PM25_SINCA";86
"lun\,";20;"P3";"value";188,617
"lun\,";20;"SINCA";"PM25_SINCA";86
"lun\,";20;"P4";"value";247,183
"lun\,";20;"SINCA";"PM25_SINCA";86
"lun\,";20;"P5";"value";216,567
"lun\,";20;"SINCA";"PM25_SINCA";86
"lun\,";21;"P1";"value";196,9
"lun\,";21;"SINCA";"PM25_SINCA";82
"lun\,";21;"P2";"value";205,9
"lun\,";21;"SINCA";"PM25_SINCA";82
"lun\,";21;"P3";"value";189,15
"lun\,";21;"SINCA";"PM25_SINCA";82
"lun\,";21;"P4";"value";248,633
"lun\,";21;"SINCA";"PM25_SINCA";82
"lun\,";21;"P5";"value";217,3
"lun\,";21;"SINCA";"PM25_SINCA";82
"lun\,";22;"P1";"value";197,7
"lun\,";22;"SINCA";"PM25_SINCA";87
"lun\,";22;"P2";"value";208,517
"lun\,";22;"SINCA";"PM25_SINCA";87
"lun\,";22;"P3";"value";191,3
"lun\,";22;"SINCA";"PM25_SINCA";87
"lun\,";22;"P4";"value";250,367
"lun\,";22;"SINCA";"PM25_SINCA";87
"lun\,";22;"P5";"value";219,833
"lun\,";22;"SINCA";"PM25_SINCA";87
"lun\,";23;"P1";"value";198,6
"lun\,";23;"SINCA";"PM25_SINCA";82
"lun\,";23;"P2";"value";207,217
"lun\,";23;"SINCA";"PM25_SINCA";82
"lun\,";23;"P3";"value";190,683
"lun\,";23;"SINCA";"PM25_SINCA";82
"lun\,";23;"P4";"value";250,967
"lun\,";23;"SINCA";"PM25_SINCA";82
"lun\,";23;"P5";"value";218,95
"lun\,";23;"SINCA";"PM25_SINCA";82
"mar\,";0;"P1";"value";196,267
"mar\,";0;"SINCA";"PM25_SINCA";76
"mar\,";0;"P2";"value";204,55
"mar\,";0;"SINCA";"PM25_SINCA";76
"mar\,";0;"P3";"value";187,583
"mar\,";0;"SINCA";"PM25_SINCA";76
"mar\,";0;"P4";"value";245,833
"mar\,";0;"SINCA";"PM25_SINCA";76
"mar\,";0;"P5";"value";214,8
"mar\,";0;"SINCA";"PM25_SINCA";76
"mar\,";1;"P1";"value";196,767
"mar\,";1;"SINCA";"PM25_SINCA";76
"mar\,";1;"P2";"value";205,3
"mar\,";1;"SINCA";"PM25_SINCA";76
"mar\,";1;"P3";"value";188,3
"mar\,";1;"SINCA";"PM25_SINCA";76
"mar\,";1;"P4";"value";248,267
"mar\,";1;"SINCA";"PM25_SINCA";76
"mar\,";1;"P5";"value";216,167
"mar\,";1;"SINCA";"PM25_SINCA";76
"mar\,";2;"P1";"value";193,733
"mar\,";2;"SINCA";"PM25_SINCA";77
"mar\,";2;"P2";"value";203,9
"mar\,";2;"SINCA";"PM25_SINCA";77
"mar\,";2;"P3";"value";186,067
"mar\,";2;"SINCA";"PM25_SINCA";77
"mar\,";2;"P4";"value";246,5
"mar\,";2;"SINCA";"PM25_SINCA";77
"mar\,";2;"P5";"value";214,217
"mar\,";2;"SINCA";"PM25_SINCA";77
"mar\,";3;"P1";"value";189,267
"mar\,";3;"SINCA";"PM25_SINCA";76
"mar\,";3;"P2";"value";198,383
"mar\,";3;"SINCA";"PM25_SINCA";76
"mar\,";3;"P3";"value";181,45
"mar\,";3;"SINCA";"PM25_SINCA";76
"mar\,";3;"P4";"value";239,217
"mar\,";3;"SINCA";"PM25_SINCA";76
"mar\,";3;"P5";"value";209,067
"mar\,";3;"SINCA";"PM25_SINCA";76
"mar\,";4;"P1";"value";190,15
"mar\,";4;"SINCA";"PM25_SINCA";68
"mar\,";4;"P2";"value";196,933
"mar\,";4;"SINCA";"PM25_SINCA";68
"mar\,";4;"P3";"value";180,817
"mar\,";4;"SINCA";"PM25_SINCA";68
"mar\,";4;"P4";"value";242,967
"mar\,";4;"SINCA";"PM25_SINCA";68
"mar\,";4;"P5";"value";208,6
"mar\,";4;"SINCA";"PM25_SINCA";68
"mar\,";5;"P1";"value";172,95
"mar\,";5;"SINCA";"PM25_SINCA";55
"mar\,";5;"P2";"value";179,35
"mar\,";5;"SINCA";"PM25_SINCA";55
"mar\,";5;"P3";"value";168,25
"mar\,";5;"SINCA";"PM25_SINCA";55
"mar\,";5;"P4";"value";216,183
"mar\,";5;"SINCA";"PM25_SINCA";55
"mar\,";5;"P5";"value";188,15
"mar\,";5;"SINCA";"PM25_SINCA";55
"mar\,";6;"P1";"value";157,05
"mar\,";6;"SINCA";"PM25_SINCA";39
"mar\,";6;"P2";"value";160,717
"mar\,";6;"SINCA";"PM25_SINCA";39
"mar\,";6;"P3";"value";154,067
"mar\,";6;"SINCA";"PM25_SINCA";39
"mar\,";6;"P4";"value";177,117
"mar\,";6;"SINCA";"PM25_SINCA";39
"mar\,";6;"P5";"value";166,167
"mar\,";6;"SINCA";"PM25_SINCA";39
"mar\,";7;"P1";"value";166,55
"mar\,";7;"SINCA";"PM25_SINCA";54
"mar\,";7;"P2";"value";171,517
"mar\,";7;"SINCA";"PM25_SINCA";54
"mar\,";7;"P3";"value";162,367
"mar\,";7;"SINCA";"PM25_SINCA";54
"mar\,";7;"P4";"value";201
"mar\,";7;"SINCA";"PM25_SINCA";54
"mar\,";7;"P5";"value";177,8
"mar\,";7;"SINCA";"PM25_SINCA";54
"mar\,";8;"P1";"value";165,067
"mar\,";8;"SINCA";"PM25_SINCA";47
"mar\,";8;"P2";"value";169,1
"mar\,";8;"SINCA";"PM25_SINCA";47
"mar\,";8;"P3";"value";161,233
"mar\,";8;"SINCA";"PM25_SINCA";47
"mar\,";8;"P4";"value";193,417
"mar\,";8;"SINCA";"PM25_SINCA";47
"mar\,";8;"P5";"value";173,917
"mar\,";8;"SINCA";"PM25_SINCA";47
"mar\,";9;"P1";"value";160,517
"mar\,";9;"SINCA";"PM25_SINCA";46
"mar\,";9;"P2";"value";164,333
"mar\,";9;"SINCA";"PM25_SINCA";46
"mar\,";9;"P3";"value";158,133
"mar\,";9;"SINCA";"PM25_SINCA";46
"mar\,";9;"P4";"value";183,1
"mar\,";9;"SINCA";"PM25_SINCA";46
"mar\,";9;"P5";"value";170,433
"mar\,";9;"SINCA";"PM25_SINCA";46
"mar\,";10;"P1";"value";162,9
"mar\,";10;"SINCA";"PM25_SINCA";62
"mar\,";10;"P2";"value";168,517
"mar\,";10;"SINCA";"PM25_SINCA";62
"mar\,";10;"P3";"value";161,467
"mar\,";10;"SINCA";"PM25_SINCA";62
"mar\,";10;"P4";"value";190,983
"mar\,";10;"SINCA";"PM25_SINCA";62
"mar\,";10;"P5";"value";179,167
"mar\,";10;"SINCA";"PM25_SINCA";62
"mar\,";11;"P1";"value";160,45
"mar\,";11;"SINCA";"PM25_SINCA";59
"mar\,";11;"P2";"value";165,6
"mar\,";11;"SINCA";"PM25_SINCA";59
"mar\,";11;"P3";"value";158,767
"mar\,";11;"SINCA";"PM25_SINCA";59
"mar\,";11;"P4";"value";189,017
"mar\,";11;"SINCA";"PM25_SINCA";59
"mar\,";11;"P5";"value";176,483
"mar\,";11;"SINCA";"PM25_SINCA";59
"mar\,";12;"P1";"value";160,233
"mar\,";12;"SINCA";"PM25_SINCA";47
"mar\,";12;"P2";"value";165,9
"mar\,";12;"SINCA";"PM25_SINCA";47
"mar\,";12;"P3";"value";160,45
"mar\,";12;"SINCA";"PM25_SINCA";47
"mar\,";12;"P4";"value";181,117
"mar\,";12;"SINCA";"PM25_SINCA";47
"mar\,";12;"P5";"value";173,2
"mar\,";12;"SINCA";"PM25_SINCA";47
"mar\,";13;"P1";"value";202,017
"mar\,";13;"SINCA";"PM25_SINCA";96
"mar\,";13;"P2";"value";216,1
