date;hour;wday;variable;sensor;value;variable_SINCA;sensor_SINCA;value_SINCA
07-07-2025 14:00;14;lun\,;PM25;P1;127,367;PM25;SINCA;19
07-07-2025 14:00;14;lun\,;PM25;P2;129,883;PM25;SINCA;19
07-07-2025 14:00;14;lun\,;PM25;P3;127,983;PM25;SINCA;19
07-07-2025 14:00;14;lun\,;PM25;P4;133,733;PM25;SINCA;19
07-07-2025 14:00;14;lun\,;PM25;P5;135,283;PM25;SINCA;19
07-07-2025 15:00;15;lun\,;PM25;P1;134,7;PM25;SINCA;33
07-07-2025 15:00;15;lun\,;PM25;P2;137,55;PM25;SINCA;33
07-07-2025 15:00;15;lun\,;PM25;P3;135,75;PM25;SINCA;33
07-07-2025 15:00;15;lun\,;PM25;P4;143,233;PM25;SINCA;33
07-07-2025 15:00;15;lun\,;PM25;P5;143,167;PM25;SINCA;33
07-07-2025 16:00;16;lun\,;PM25;P1;138,917;PM25;SINCA;38
07-07-2025 16:00;16;lun\,;PM25;P2;141,717;PM25;SINCA;38
07-07-2025 16:00;16;lun\,;PM25;P3;139,95;PM25;SINCA;38
07-07-2025 16:00;16;lun\,;PM25;P4;148,7;PM25;SINCA;38
07-07-2025 16:00;16;lun\,;PM25;P5;147,317;PM25;SINCA;38
07-07-2025 17:00;17;lun\,;PM25;P1;141,8;PM25;SINCA;40
07-07-2025 17:00;17;lun\,;PM25;P2;144,533;PM25;SINCA;40
07-07-2025 17:00;17;lun\,;PM25;P3;141,2;PM25;SINCA;40
07-07-2025 17:00;17;lun\,;PM25;P4;151,6;PM25;SINCA;40
07-07-2025 17:00;17;lun\,;PM25;P5;149,95;PM25;SINCA;40
07-07-2025 18:00;18;lun\,;PM25;P1;143,7;PM25;SINCA;39
07-07-2025 18:00;18;lun\,;PM25;P2;146,3;PM25;SINCA;39
07-07-2025 18:00;18;lun\,;PM25;P3;142,433;PM25;SINCA;39
07-07-2025 18:00;18;lun\,;PM25;P4;152,5;PM25;SINCA;39
07-07-2025 18:00;18;lun\,;PM25;P5;150,967;PM25;SINCA;39
07-07-2025 19:00;19;lun\,;PM25;P1;137,267;PM25;SINCA;31
07-07-2025 19:00;19;lun\,;PM25;P2;139,533;PM25;SINCA;31
07-07-2025 19:00;19;lun\,;PM25;P3;136,717;PM25;SINCA;31
07-07-2025 19:00;19;lun\,;PM25;P4;145,583;PM25;SINCA;31
07-07-2025 19:00;19;lun\,;PM25;P5;145,067;PM25;SINCA;31
07-07-2025 20:00;20;lun\,;PM25;P1;132,4;PM25;SINCA;25
07-07-2025 20:00;20;lun\,;PM25;P2;134,083;PM25;SINCA;25
07-07-2025 20:00;20;lun\,;PM25;P3;130,75;PM25;SINCA;25
07-07-2025 20:00;20;lun\,;PM25;P4;139,817;PM25;SINCA;25
07-07-2025 20:00;20;lun\,;PM25;P5;139,75;PM25;SINCA;25
07-07-2025 21:00;21;lun\,;PM25;P1;134,417;PM25;SINCA;29
07-07-2025 21:00;21;lun\,;PM25;P2;136,483;PM25;SINCA;29
07-07-2025 21:00;21;lun\,;PM25;P3;133,817;PM25;SINCA;29
07-07-2025 21:00;21;lun\,;PM25;P4;142,933;PM25;SINCA;29
07-07-2025 21:00;21;lun\,;PM25;P5;142,433;PM25;SINCA;29
07-07-2025 22:00;22;lun\,;PM25;P1;136,317;PM25;SINCA;27
07-07-2025 22:00;22;lun\,;PM25;P2;138,317;PM25;SINCA;27
07-07-2025 22:00;22;lun\,;PM25;P3;135,267;PM25;SINCA;27
07-07-2025 22:00;22;lun\,;PM25;P4;145,367;PM25;SINCA;27
07-07-2025 22:00;22;lun\,;PM25;P5;143,95;PM25;SINCA;27
07-07-2025 23:00;23;lun\,;PM25;P1;129,817;PM25;SINCA;22
07-07-2025 23:00;23;lun\,;PM25;P2;130,85;PM25;SINCA;22
07-07-2025 23:00;23;lun\,;PM25;P3;127,5;PM25;SINCA;22
07-07-2025 23:00;23;lun\,;PM25;P4;139,333;PM25;SINCA;22
07-07-2025 23:00;23;lun\,;PM25;P5;137,5;PM25;SINCA;22
08-07-2025;0;mar\,;PM25;P1;125,467;PM25;SINCA;16
08-07-2025;0;mar\,;PM25;P2;126,783;PM25;SINCA;16
08-07-2025;0;mar\,;PM25;P3;124,183;PM25;SINCA;16
08-07-2025;0;mar\,;PM25;P4;136,35;PM25;SINCA;16
08-07-2025;0;mar\,;PM25;P5;133,25;PM25;SINCA;16
08-07-2025 1:00;1;mar\,;PM25;P1;114,483;PM25;SINCA;12
08-07-2025 1:00;1;mar\,;PM25;P2;113,967;PM25;SINCA;12
08-07-2025 1:00;1;mar\,;PM25;P3;111,783;PM25;SINCA;12
08-07-2025 1:00;1;mar\,;PM25;P4;124,883;PM25;SINCA;12
08-07-2025 1:00;1;mar\,;PM25;P5;121,883;PM25;SINCA;12
08-07-2025 2:00;2;mar\,;PM25;P1;105,567;PM25;SINCA;7
08-07-2025 2:00;2;mar\,;PM25;P2;105,65;PM25;SINCA;7
08-07-2025 2:00;2;mar\,;PM25;P3;105,333;PM25;SINCA;7
08-07-2025 2:00;2;mar\,;PM25;P4;112,233;PM25;SINCA;7
08-07-2025 2:00;2;mar\,;PM25;P5;111,483;PM25;SINCA;7
08-07-2025 3:00;3;mar\,;PM25;P1;100,883;PM25;SINCA;4
08-07-2025 3:00;3;mar\,;PM25;P2;101,4;PM25;SINCA;4
08-07-2025 3:00;3;mar\,;PM25;P3;101,783;PM25;SINCA;4
08-07-2025 3:00;3;mar\,;PM25;P4;106,733;PM25;SINCA;4
08-07-2025 3:00;3;mar\,;PM25;P5;106,483;PM25;SINCA;4
08-07-2025 4:00;4;mar\,;PM25;P1;99,017;PM25;SINCA;2
08-07-2025 4:00;4;mar\,;PM25;P2;99,6;PM25;SINCA;2
08-07-2025 4:00;4;mar\,;PM25;P3;100,367;PM25;SINCA;2
08-07-2025 4:00;4;mar\,;PM25;P4;103,417;PM25;SINCA;2
08-07-2025 4:00;4;mar\,;PM25;P5;104,35;PM25;SINCA;2
08-07-2025 5:00;5;mar\,;PM25;P1;98,083;PM25;SINCA;2
08-07-2025 5:00;5;mar\,;PM25;P2;99;PM25;SINCA;2
08-07-2025 5:00;5;mar\,;PM25;P3;100,017;PM25;SINCA;2
08-07-2025 5:00;5;mar\,;PM25;P4;102,067;PM25;SINCA;2
08-07-2025 5:00;5;mar\,;PM25;P5;103,033;PM25;SINCA;2
08-07-2025 6:00;6;mar\,;PM25;P1;98,017;PM25;SINCA;1
08-07-2025 6:00;6;mar\,;PM25;P2;99,033;PM25;SINCA;1
08-07-2025 6:00;6;mar\,;PM25;P3;100;PM25;SINCA;1
08-07-2025 6:00;6;mar\,;PM25;P4;102,483;PM25;SINCA;1
08-07-2025 6:00;6;mar\,;PM25;P5;103,05;PM25;SINCA;1
08-07-2025 7:00;7;mar\,;PM25;P1;98,5;PM25;SINCA;2
08-07-2025 7:00;7;mar\,;PM25;P2;99,217;PM25;SINCA;2
08-07-2025 7:00;7;mar\,;PM25;P3;100,167;PM25;SINCA;2
08-07-2025 7:00;7;mar\,;PM25;P4;102,233;PM25;SINCA;2
08-07-2025 7:00;7;mar\,;PM25;P5;103,767;PM25;SINCA;2
08-07-2025 8:00;8;mar\,;PM25;P1;101,45;PM25;SINCA;7
08-07-2025 8:00;8;mar\,;PM25;P2;102,283;PM25;SINCA;7
08-07-2025 8:00;8;mar\,;PM25;P3;102,867;PM25;SINCA;7
08-07-2025 8:00;8;mar\,;PM25;P4;104,4;PM25;SINCA;7
08-07-2025 8:00;8;mar\,;PM25;P5;106,85;PM25;SINCA;7
08-07-2025 9:00;9;mar\,;PM25;P1;108,967;PM25;SINCA;14
08-07-2025 9:00;9;mar\,;PM25;P2;109,85;PM25;SINCA;14
08-07-2025 9:00;9;mar\,;PM25;P3;110,167;PM25;SINCA;14
08-07-2025 9:00;9;mar\,;PM25;P4;109,6;PM25;SINCA;14
08-07-2025 9:00;9;mar\,;PM25;P5;116,333;PM25;SINCA;14
08-07-2025 10:00;10;mar\,;PM25;P1;113,55;PM25;SINCA;14
08-07-2025 10:00;10;mar\,;PM25;P2;115,167;PM25;SINCA;14
08-07-2025 10:00;10;mar\,;PM25;P3;114,683;PM25;SINCA;14
08-07-2025 10:00;10;mar\,;PM25;P4;117,5;PM25;SINCA;14
08-07-2025 10:00;10;mar\,;PM25;P5;120,933;PM25;SINCA;14
08-07-2025 11:00;11;mar\,;PM25;P1;126,55;PM25;SINCA;23
08-07-2025 11:00;11;mar\,;PM25;P2;128,833;PM25;SINCA;23
08-07-2025 11:00;11;mar\,;PM25;P3;128,15;PM25;SINCA;23
08-07-2025 11:00;11;mar\,;PM25;P4;131,15;PM25;SINCA;23
08-07-2025 11:00;11;mar\,;PM25;P5;134,083;PM25;SINCA;23
08-07-2025 12:00;12;mar\,;PM25;P1;121,917;PM25;SINCA;21
08-07-2025 12:00;12;mar\,;PM25;P2;124,367;PM25;SINCA;21
08-07-2025 12:00;12;mar\,;PM25;P3;123,033;PM25;SINCA;21
08-07-2025 12:00;12;mar\,;PM25;P4;126,2;PM25;SINCA;21
08-07-2025 12:00;12;mar\,;PM25;P5;129,733;PM25;SINCA;21
08-07-2025 13:00;13;mar\,;PM25;P1;131,683;PM25;SINCA;26
08-07-2025 13:00;13;mar\,;PM25;P2;134,117;PM25;SINCA;26
08-07-2025 13:00;13;mar\,;PM25;P3;133;PM25;SINCA;26
08-07-2025 13:00;13;mar\,;PM25;P4;137,617;PM25;SINCA;26
08-07-2025 13:00;13;mar\,;PM25;P5;140,133;PM25;SINCA;26
08-07-2025 14:00;14;mar\,;PM25;P1;145,25;PM25;SINCA;44
08-07-2025 14:00;14;mar\,;PM25;P2;148,133;PM25;SINCA;44
08-07-2025 14:00;14;mar\,;PM25;P3;147,417;PM25;SINCA;44
08-07-2025 14:00;14;mar\,;PM25;P4;151,8;PM25;SINCA;44
08-07-2025 14:00;14;mar\,;PM25;P5;154,967;PM25;SINCA;44
08-07-2025 15:00;15;mar\,;PM25;P1;153,233;PM25;SINCA;48
08-07-2025 15:00;15;mar\,;PM25;P2;157,95;PM25;SINCA;48
08-07-2025 15:00;15;mar\,;PM25;P3;155,5;PM25;SINCA;48
08-07-2025 15:00;15;mar\,;PM25;P4;164,217;PM25;SINCA;48
08-07-2025 15:00;15;mar\,;PM25;P5;166,6;PM25;SINCA;48
08-07-2025 16:00;16;mar\,;PM25;P1;152,733;PM25;SINCA;53
08-07-2025 16:00;16;mar\,;PM25;P2;157,717;PM25;SINCA;53
08-07-2025 16:00;16;mar\,;PM25;P3;156,1;PM25;SINCA;53
08-07-2025 16:00;16;mar\,;PM25;P4;163,267;PM25;SINCA;53
08-07-2025 16:00;16;mar\,;PM25;P5;165,45;PM25;SINCA;53
08-07-2025 17:00;17;mar\,;PM25;P1;148,583;PM25;SINCA;43
08-07-2025 17:00;17;mar\,;PM25;P2;152,667;PM25;SINCA;43
08-07-2025 17:00;17;mar\,;PM25;P3;150,483;PM25;SINCA;43
08-07-2025 17:00;17;mar\,;PM25;P4;152,3;PM25;SINCA;43
08-07-2025 17:00;17;mar\,;PM25;P5;157,5;PM25;SINCA;43
08-07-2025 18:00;18;mar\,;PM25;P1;153,75;PM25;SINCA;44
08-07-2025 18:00;18;mar\,;PM25;P2;157,05;PM25;SINCA;44
08-07-2025 18:00;18;mar\,;PM25;P3;152,45;PM25;SINCA;44
08-07-2025 18:00;18;mar\,;PM25;P4;156,4;PM25;SINCA;44
08-07-2025 18:00;18;mar\,;PM25;P5;160,417;PM25;SINCA;44
08-07-2025 19:00;19;mar\,;PM25;P1;156,617;PM25;SINCA;42
08-07-2025 19:00;19;mar\,;PM25;P2;160,283;PM25;SINCA;42
08-07-2025 19:00;19;mar\,;PM25;P3;155,183;PM25;SINCA;42
08-07-2025 19:00;19;mar\,;PM25;P4;161,15;PM25;SINCA;42
08-07-2025 19:00;19;mar\,;PM25;P5;163,733;PM25;SINCA;42
08-07-2025 20:00;20;mar\,;PM25;P1;155,517;PM25;SINCA;39
08-07-2025 20:00;20;mar\,;PM25;P2;159,083;PM25;SINCA;39
08-07-2025 20:00;20;mar\,;PM25;P3;153,9;PM25;SINCA;39
08-07-2025 20:00;20;mar\,;PM25;P4;160,033;PM25;SINCA;39
08-07-2025 20:00;20;mar\,;PM25;P5;162,4;PM25;SINCA;39
08-07-2025 21:00;21;mar\,;PM25;P1;155,25;PM25;SINCA;37
08-07-2025 21:00;21;mar\,;PM25;P2;159,233;PM25;SINCA;37
08-07-2025 21:00;21;mar\,;PM25;P3;154,3;PM25;SINCA;37
08-07-2025 21:00;21;mar\,;PM25;P4;160,983;PM25;SINCA;37
08-07-2025 21:00;21;mar\,;PM25;P5;163,4;PM25;SINCA;37
08-07-2025 22:00;22;mar\,;PM25;P1;151,033;PM25;SINCA;36
08-07-2025 22:00;22;mar\,;PM25;P2;154,2;PM25;SINCA;36
08-07-2025 22:00;22;mar\,;PM25;P3;149,767;PM25;SINCA;36
08-07-2025 22:00;22;mar\,;PM25;P4;156,767;PM25;SINCA;36
08-07-2025 22:00;22;mar\,;PM25;P5;158,233;PM25;SINCA;36
08-07-2025 23:00;23;mar\,;PM25;P1;152,767;PM25;SINCA;39
08-07-2025 23:00;23;mar\,;PM25;P2;156,117;PM25;SINCA;39
08-07-2025 23:00;23;mar\,;PM25;P3;151,567;PM25;SINCA;39
08-07-2025 23:00;23;mar\,;PM25;P4;159,317;PM25;SINCA;39
08-07-2025 23:00;23;mar\,;PM25;P5;160,85;PM25;SINCA;39
09-07-2025;0;mié\,;PM25;P1;144,733;PM25;SINCA;30
09-07-2025;0;mié\,;PM25;P2;147,5;PM25;SINCA;30
09-07-2025;0;mié\,;PM25;P3;142,4;PM25;SINCA;30
09-07-2025;0;mié\,;PM25;P4;157,717;PM25;SINCA;30
09-07-2025;0;mié\,;PM25;P5;151,483;PM25;SINCA;30
09-07-2025 1:00;1;mié\,;PM25;P1;141,3;PM25;SINCA;22
09-07-2025 1:00;1;mié\,;PM25;P2;143,55;PM25;SINCA;22
09-07-2025 1:00;1;mié\,;PM25;P3;138,533;PM25;SINCA;22
09-07-2025 1:00;1;mié\,;PM25;P4;148,733;PM25;SINCA;22
09-07-2025 1:00;1;mié\,;PM25;P5;147,883;PM25;SINCA;22
09-07-2025 2:00;2;mié\,;PM25;P1;142,617;PM25;SINCA;25
09-07-2025 2:00;2;mié\,;PM25;P2;145,05;PM25;SINCA;25
09-07-2025 2:00;2;mié\,;PM25;P3;140,333;PM25;SINCA;25
09-07-2025 2:00;2;mié\,;PM25;P4;151,667;PM25;SINCA;25
09-07-2025 2:00;2;mié\,;PM25;P5;149,65;PM25;SINCA;25
09-07-2025 3:00;3;mié\,;PM25;P1;160,3;PM25;SINCA;29
09-07-2025 3:00;3;mié\,;PM25;P2;165,217;PM25;SINCA;29
09-07-2025 3:00;3;mié\,;PM25;P3;157,633;PM25;SINCA;29
09-07-2025 3:00;3;mié\,;PM25;P4;173,95;PM25;SINCA;29
09-07-2025 3:00;3;mié\,;PM25;P5;168,133;PM25;SINCA;29
09-07-2025 4:00;4;mié\,;PM25;P1;159,083;PM25;SINCA;26
09-07-2025 4:00;4;mié\,;PM25;P2;163,433;PM25;SINCA;26
09-07-2025 4:00;4;mié\,;PM25;P3;156,283;PM25;SINCA;26
09-07-2025 4:00;4;mié\,;PM25;P4;171,283;PM25;SINCA;26
09-07-2025 4:00;4;mié\,;PM25;P5;166,333;PM25;SINCA;26
09-07-2025 5:00;5;mié\,;PM25;P1;157,3;PM25;SINCA;27
09-07-2025 5:00;5;mié\,;PM25;P2;161,167;PM25;SINCA;27
09-07-2025 5:00;5;mié\,;PM25;P3;154,15;PM25;SINCA;27
09-07-2025 5:00;5;mié\,;PM25;P4;167,533;PM25;SINCA;27
09-07-2025 5:00;5;mié\,;PM25;P5;164,183;PM25;SINCA;27
09-07-2025 6:00;6;mié\,;PM25;P1;156,217;PM25;SINCA;29
09-07-2025 6:00;6;mié\,;PM25;P2;159,483;PM25;SINCA;29
09-07-2025 6:00;6;mié\,;PM25;P3;153,133;PM25;SINCA;29
09-07-2025 6:00;6;mié\,;PM25;P4;164,75;PM25;SINCA;29
09-07-2025 6:00;6;mié\,;PM25;P5;163,083;PM25;SINCA;29
09-07-2025 7:00;7;mié\,;PM25;P1;154,517;PM25;SINCA;31
09-07-2025 7:00;7;mié\,;PM25;P2;158,633;PM25;SINCA;31
09-07-2025 7:00;7;mié\,;PM25;P3;152,133;PM25;SINCA;31
09-07-2025 7:00;7;mié\,;PM25;P4;163,333;PM25;SINCA;31
09-07-2025 7:00;7;mié\,;PM25;P5;161,7;PM25;SINCA;31
09-07-2025 8:00;8;mié\,;PM25;P1;152,367;PM25;SINCA;33
09-07-2025 8:00;8;mié\,;PM25;P2;155,483;PM25;SINCA;33
09-07-2025 8:00;8;mié\,;PM25;P3;149,717;PM25;SINCA;33
09-07-2025 8:00;8;mié\,;PM25;P4;160,083;PM25;SINCA;33
09-07-2025 8:00;8;mié\,;PM25;P5;159,433;PM25;SINCA;33
09-07-2025 9:00;9;mié\,;PM25;P1;152,283;PM25;SINCA;32
09-07-2025 9:00;9;mié\,;PM25;P2;155,417;PM25;SINCA;32
09-07-2025 9:00;9;mié\,;PM25;P3;149,633;PM25;SINCA;32
09-07-2025 9:00;9;mié\,;PM25;P4;159,683;PM25;SINCA;32
09-07-2025 9:00;9;mié\,;PM25;P5;159,9;PM25;SINCA;32
09-07-2025 10:00;10;mié\,;PM25;P1;153,217;PM25;SINCA;36
09-07-2025 10:00;10;mié\,;PM25;P2;156,733;PM25;SINCA;36
09-07-2025 10:00;10;mié\,;PM25;P3;151,5;PM25;SINCA;36
09-07-2025 10:00;10;mié\,;PM25;P4;162,683;PM25;SINCA;36
09-07-2025 10:00;10;mié\,;PM25;P5;162,267;PM25;SINCA;36
09-07-2025 11:00;11;mié\,;PM25;P1;155,55;PM25;SINCA;39
09-07-2025 11:00;11;mié\,;PM25;P2;159,5;PM25;SINCA;39
09-07-2025 11:00;11;mié\,;PM25;P3;154,3;PM25;SINCA;39
09-07-2025 11:00;11;mié\,;PM25;P4;169,983;PM25;SINCA;39
09-07-2025 11:00;11;mié\,;PM25;P5;165,4;PM25;SINCA;39
09-07-2025 12:00;12;mié\,;PM25;P1;156,05;PM25;SINCA;41
09-07-2025 12:00;12;mié\,;PM25;P2;159,633;PM25;SINCA;41
09-07-2025 12:00;12;mié\,;PM25;P3;154,167;PM25;SINCA;41
09-07-2025 12:00;12;mié\,;PM25;P4;170,6;PM25;SINCA;41
09-07-2025 12:00;12;mié\,;PM25;P5;165,283;PM25;SINCA;41
09-07-2025 13:00;13;mié\,;PM25;P1;154,033;PM25;SINCA;45
09-07-2025 13:00;13;mié\,;PM25;P2;157,4;PM25;SINCA;45
09-07-2025 13:00;13;mié\,;PM25;P3;153,617;PM25;SINCA;45
09-07-2025 13:00;13;mié\,;PM25;P4;169,133;PM25;SINCA;45
09-07-2025 13:00;13;mié\,;PM25;P5;166,45;PM25;SINCA;45
09-07-2025 14:00;14;mié\,;PM25;P1;157,583;PM25;SINCA;53
09-07-2025 14:00;14;mié\,;PM25;P2;162,667;PM25;SINCA;53
09-07-2025 14:00;14;mié\,;PM25;P3;158,1;PM25;SINCA;53
09-07-2025 14:00;14;mié\,;PM25;P4;177,883;PM25;SINCA;53
09-07-2025 14:00;14;mié\,;PM25;P5;174,833;PM25;SINCA;53
09-07-2025 15:00;15;mié\,;PM25;P1;166,833;PM25;SINCA;56
09-07-2025 15:00;15;mié\,;PM25;P2;173,5;PM25;SINCA;56
09-07-2025 15:00;15;mié\,;PM25;P3;165,4;PM25;SINCA;56
09-07-2025 15:00;15;mié\,;PM25;P4;194,8;PM25;SINCA;56
09-07-2025 15:00;15;mié\,;PM25;P5;185,2;PM25;SINCA;56
09-07-2025 16:00;16;mié\,;PM25;P1;172,567;PM25;SINCA;59
09-07-2025 16:00;16;mié\,;PM25;P2;180,933;PM25;SINCA;59
09-07-2025 16:00;16;mié\,;PM25;P3;170,1;PM25;SINCA;59
09-07-2025 16:00;16;mié\,;PM25;P4;207,267;PM25;SINCA;59
09-07-2025 16:00;16;mié\,;PM25;P5;190,9;PM25;SINCA;59
09-07-2025 17:00;17;mié\,;PM25;P1;171,683;PM25;SINCA;54
09-07-2025 17:00;17;mié\,;PM25;P2;179,617;PM25;SINCA;54
09-07-2025 17:00;17;mié\,;PM25;P3;168,417;PM25;SINCA;54
09-07-2025 17:00;17;mié\,;PM25;P4;208;PM25;SINCA;54
09-07-2025 17:00;17;mié\,;PM25;P5;190,583;PM25;SINCA;54
09-07-2025 18:00;18;mié\,;PM25;P1;172,167;PM25;SINCA;59
09-07-2025 18:00;18;mié\,;PM25;P2;180,267;PM25;SINCA;59
09-07-2025 18:00;18;mié\,;PM25;P3;168,433;PM25;SINCA;59
09-07-2025 18:00;18;mié\,;PM25;P4;209,35;PM25;SINCA;59
09-07-2025 18:00;18;mié\,;PM25;P5;189,733;PM25;SINCA;59
09-07-2025 19:00;19;mié\,;PM25;P1;170,417;PM25;SINCA;59
09-07-2025 19:00;19;mié\,;PM25;P2;177,867;PM25;SINCA;59
09-07-2025 19:00;19;mié\,;PM25;P3;166,333;PM25;SINCA;59
09-07-2025 19:00;19;mié\,;PM25;P4;206,333;PM25;SINCA;59
09-07-2025 19:00;19;mié\,;PM25;P5;188,75;PM25;SINCA;59
09-07-2025 20:00;20;mié\,;PM25;P1;171,1;PM25;SINCA;61
09-07-2025 20:00;20;mié\,;PM25;P2;178,717;PM25;SINCA;61
09-07-2025 20:00;20;mié\,;PM25;P3;167,183;PM25;SINCA;61
09-07-2025 20:00;20;mié\,;PM25;P4;208,833;PM25;SINCA;61
09-07-2025 20:00;20;mié\,;PM25;P5;188,433;PM25;SINCA;61
09-07-2025 21:00;21;mié\,;PM25;P1;169,967;PM25;SINCA;62
09-07-2025 21:00;21;mié\,;PM25;P2;176,867;PM25;SINCA;62
09-07-2025 21:00;21;mié\,;PM25;P3;165,75;PM25;SINCA;62
09-07-2025 21:00;21;mié\,;PM25;P4;208,517;PM25;SINCA;62
09-07-2025 21:00;21;mié\,;PM25;P5;187,283;PM25;SINCA;62
09-07-2025 22:00;22;mié\,;PM25;P1;168,217;PM25;SINCA;63
09-07-2025 22:00;22;mié\,;PM25;P2;176,483;PM25;SINCA;63
09-07-2025 22:00;22;mié\,;PM25;P3;165,283;PM25;SINCA;63
09-07-2025 22:00;22;mié\,;PM25;P4;208,233;PM25;SINCA;63
09-07-2025 22:00;22;mié\,;PM25;P5;186,017;PM25;SINCA;63
09-07-2025 23:00;23;mié\,;PM25;P1;163,483;PM25;SINCA;56
09-07-2025 23:00;23;mié\,;PM25;P2;170,083;PM25;SINCA;56
09-07-2025 23:00;23;mié\,;PM25;P3;161,917;PM25;SINCA;56
09-07-2025 23:00;23;mié\,;PM25;P4;197,333;PM25;SINCA;56
09-07-2025 23:00;23;mié\,;PM25;P5;178,617;PM25;SINCA;56
10-07-2025;0;jue\,;PM25;P1;161,667;PM25;SINCA;50
10-07-2025;0;jue\,;PM25;P2;166,483;PM25;SINCA;50
10-07-2025;0;jue\,;PM25;P3;159,783;PM25;SINCA;50
10-07-2025;0;jue\,;PM25;P4;190,683;PM25;SINCA;50
10-07-2025;0;jue\,;PM25;P5;174,417;PM25;SINCA;50
10-07-2025 1:00;1;jue\,;PM25;P1;161,117;PM25;SINCA;50
10-07-2025 1:00;1;jue\,;PM25;P2;165,167;PM25;SINCA;50
10-07-2025 1:00;1;jue\,;PM25;P3;158,517;PM25;SINCA;50
10-07-2025 1:00;1;jue\,;PM25;P4;186,017;PM25;SINCA;50
10-07-2025 1:00;1;jue\,;PM25;P5;170,467;PM25;SINCA;50
10-07-2025 2:00;2;jue\,;PM25;P1;160,117;PM25;SINCA;43
10-07-2025 2:00;2;jue\,;PM25;P2;164,117;PM25;SINCA;43
10-07-2025 2:00;2;jue\,;PM25;P3;157,067;PM25;SINCA;43
10-07-2025 2:00;2;jue\,;PM25;P4;183,383;PM25;SINCA;43
10-07-2025 2:00;2;jue\,;PM25;P5;168,333;PM25;SINCA;43
10-07-2025 3:00;3;jue\,;PM25;P1;160,867;PM25;SINCA;42
10-07-2025 3:00;3;jue\,;PM25;P2;165,183;PM25;SINCA;42
10-07-2025 3:00;3;jue\,;PM25;P3;157,45;PM25;SINCA;42
10-07-2025 3:00;3;jue\,;PM25;P4;187;PM25;SINCA;42
10-07-2025 3:00;3;jue\,;PM25;P5;169,283;PM25;SINCA;42
10-07-2025 4:00;4;jue\,;PM25;P1;161,217;PM25;SINCA;44
10-07-2025 4:00;4;jue\,;PM25;P2;165;PM25;SINCA;44
10-07-2025 4:00;4;jue\,;PM25;P3;157,433;PM25;SINCA;44
10-07-2025 4:00;4;jue\,;PM25;P4;189,567;PM25;SINCA;44
10-07-2025 4:00;4;jue\,;PM25;P5;169,4;PM25;SINCA;44
10-07-2025 5:00;5;jue\,;PM25;P1;160,033;PM25;SINCA;39
10-07-2025 5:00;5;jue\,;PM25;P2;164,167;PM25;SINCA;39
10-07-2025 5:00;5;jue\,;PM25;P3;156,417;PM25;SINCA;39
10-07-2025 5:00;5;jue\,;PM25;P4;187,8;PM25;SINCA;39
10-07-2025 5:00;5;jue\,;PM25;P5;168,683;PM25;SINCA;39
10-07-2025 6:00;6;jue\,;PM25;P1;160,1;PM25;SINCA;38
10-07-2025 6:00;6;jue\,;PM25;P2;164,4;PM25;SINCA;38
10-07-2025 6:00;6;jue\,;PM25;P3;156,967;PM25;SINCA;38
10-07-2025 6:00;6;jue\,;PM25;P4;190,617;PM25;SINCA;38
10-07-2025 6:00;6;jue\,;PM25;P5;168,733;PM25;SINCA;38
10-07-2025 7:00;7;jue\,;PM25;P1;158,7;PM25;SINCA;40
10-07-2025 7:00;7;jue\,;PM25;P2;163,333;PM25;SINCA;40
10-07-2025 7:00;7;jue\,;PM25;P3;155,833;PM25;SINCA;40
10-07-2025 7:00;7;jue\,;PM25;P4;186,483;PM25;SINCA;40
10-07-2025 7:00;7;jue\,;PM25;P5;168,283;PM25;SINCA;40
10-07-2025 8:00;8;jue\,;PM25;P1;158,533;PM25;SINCA;42
10-07-2025 8:00;8;jue\,;PM25;P2;162,183;PM25;SINCA;42
10-07-2025 8:00;8;jue\,;PM25;P3;155,517;PM25;SINCA;42
10-07-2025 8:00;8;jue\,;PM25;P4;183,733;PM25;SINCA;42
10-07-2025 8:00;8;jue\,;PM25;P5;166,983;PM25;SINCA;42
10-07-2025 9:00;9;jue\,;PM25;P1;157,733;PM25;SINCA;45
10-07-2025 9:00;9;jue\,;PM25;P2;162,083;PM25;SINCA;45
10-07-2025 9:00;9;jue\,;PM25;P3;156,117;PM25;SINCA;45
10-07-2025 9:00;9;jue\,;PM25;P4;178,233;PM25;SINCA;45
10-07-2025 9:00;9;jue\,;PM25;P5;166,917;PM25;SINCA;45
10-07-2025 10:00;10;jue\,;PM25;P1;160,517;PM25;SINCA;51
10-07-2025 10:00;10;jue\,;PM25;P2;165,75;PM25;SINCA;51
10-07-2025 10:00;10;jue\,;PM25;P3;160,867;PM25;SINCA;51
10-07-2025 10:00;10;jue\,;PM25;P4;183,233;PM25;SINCA;51
10-07-2025 10:00;10;jue\,;PM25;P5;173,55;PM25;SINCA;51
10-07-2025 11:00;11;jue\,;PM25;P1;149,95;PM25;SINCA;48
10-07-2025 11:00;11;jue\,;PM25;P2;153,417;PM25;SINCA;48
10-07-2025 11:00;11;jue\,;PM25;P3;150,483;PM25;SINCA;48
10-07-2025 11:00;11;jue\,;PM25;P4;160,217;PM25;SINCA;48
10-07-2025 11:00;11;jue\,;PM25;P5;159,317;PM25;SINCA;48
