"sensor";"referencia";"predicho";"error";"error_abs";"Clasificacion"
"PM25_P1";41;154,15;113,15;113,15;"No calibrados"
"PM25_P1";26;140,55;114,55;114,55;"No calibrados"
"PM25_P1";22;143,05;121,05;121,05;"No calibrados"
"PM25_P1";35;153,467;118,467;118,467;"No calibrados"
"PM25_P1";35;148,25;113,25;113,25;"No calibrados"
"PM25_P1";37;152,85;115,85;115,85;"No calibrados"
"PM25_P1";56;172,633;116,633;116,633;"No calibrados"
"PM25_P1";48;163,333;115,333;115,333;"No calibrados"
"PM25_P1";57;177,167;120,167;120,167;"No calibrados"
"PM25_P1";75;195,25;120,25;120,25;"No calibrados"
"PM25_P1";78;199,217;121,217;121,217;"No calibrados"
"PM25_P1";63;179,85;116,85;116,85;"No calibrados"
"PM25_P1";65;187,617;122,617;122,617;"No calibrados"
"PM25_P1";77;197,483;120,483;120,483;"No calibrados"
"PM25_P1";81;192,067;111,067;111,067;"No calibrados"
"PM25_P1";68;180,55;112,55;112,55;"No calibrados"
"PM25_P1";74;187,65;113,65;113,65;"No calibrados"
"PM25_P1";69;191,417;122,417;122,417;"No calibrados"
"PM25_P1";70;194,5;124,5;124,5;"No calibrados"
"PM25_P1";68;190,917;122,917;122,917;"No calibrados"
"PM25_P1";60;184,85;124,85;124,85;"No calibrados"
"PM25_P1";47;167,433;120,433;120,433;"No calibrados"
"PM25_P1";39;160,317;121,317;121,317;"No calibrados"
"PM25_P1";35;156,917;121,917;121,917;"No calibrados"
"PM25_P1";34;154,3;120,3;120,3;"No calibrados"
"PM25_P1";29;149,383;120,383;120,383;"No calibrados"
"PM25_P1";23;143,933;120,933;120,933;"No calibrados"
"PM25_P1";21;140,767;119,767;119,767;"No calibrados"
"PM25_P1";16;132,133;116,133;116,133;"No calibrados"
"PM25_P1";13;124,133;111,133;111,133;"No calibrados"
"PM25_P1";11;114,967;103,967;103,967;"No calibrados"
"PM25_P1";13;111,317;98,317;98,317;"No calibrados"
"PM25_P1";13;108,9;95,9;95,9;"No calibrados"
"PM25_P1";21;130,45;109,45;109,45;"No calibrados"
"PM25_P1";36;140,7;104,7;104,7;"No calibrados"
"PM25_P1";37;142,25;105,25;105,25;"No calibrados"
"PM25_P1";33;140,067;107,067;107,067;"No calibrados"
"PM25_P1";42;142,8;100,8;100,8;"No calibrados"
"PM25_P1";57;157,183;100,183;100,183;"No calibrados"
"PM25_P1";82;180,067;98,067;98,067;"No calibrados"
"PM25_P1";86;184,717;98,717;98,717;"No calibrados"
"PM25_P1";78;179,333;101,333;101,333;"No calibrados"
"PM25_P1";61;159,167;98,167;98,167;"No calibrados"
"PM25_P1";49;151,867;102,867;102,867;"No calibrados"
"PM25_P1";36;143,9;107,9;107,9;"No calibrados"
"PM25_P1";27;138,667;111,667;111,667;"No calibrados"
"PM25_P1";27;134,583;107,583;107,583;"No calibrados"
"PM25_P1";17;125,9;108,9;108,9;"No calibrados"
"PM25_P1";12;114,083;102,083;102,083;"No calibrados"
"PM25_P1";8;106,433;98,433;98,433;"No calibrados"
"PM25_P1";6;102,233;96,233;96,233;"No calibrados"
"PM25_P1";4;100,05;96,05;96,05;"No calibrados"
"PM25_P1";6;99,033;93,033;93,033;"No calibrados"
"PM25_P1";7;98,083;91,083;91,083;"No calibrados"
"PM25_P1";4;99,167;95,167;95,167;"No calibrados"
"PM25_P1";11;103,383;92,383;92,383;"No calibrados"
"PM25_P1";8;101,833;93,833;93,833;"No calibrados"
"PM25_P1";29;136,533;107,533;107,533;"No calibrados"
"PM25_P1";43;149,867;106,867;106,867;"No calibrados"
"PM25_P1";76;172,167;96,167;96,167;"No calibrados"
"PM25_P1";81;185,5;104,5;104,5;"No calibrados"
"PM25_P1";85;192,833;107,833;107,833;"No calibrados"
"PM25_P1";59;174,233;115,233;115,233;"No calibrados"
"PM25_P1";36;152,083;116,083;116,083;"No calibrados"
"PM25_P1";35;154,567;119,567;119,567;"No calibrados"
"PM25_P1";35;155,417;120,417;120,417;"No calibrados"
"PM25_P1";36;156,25;120,25;120,25;"No calibrados"
"PM25_P1";39;156,9;117,9;117,9;"No calibrados"
"PM25_P1";39;157,233;118,233;118,233;"No calibrados"
"PM25_P1";43;157,9;114,9;114,9;"No calibrados"
"PM25_P1";49;158,233;109,233;109,233;"No calibrados"
"PM25_P1";39;159,433;120,433;120,433;"No calibrados"
"PM25_P1";40;160,367;120,367;120,367;"No calibrados"
"PM25_P1";46;160,083;114,083;114,083;"No calibrados"
"PM25_P1";43;160,017;117,017;117,017;"No calibrados"
"PM25_P1";43;159,65;116,65;116,65;"No calibrados"
"PM25_P1";41;159,917;118,917;118,917;"No calibrados"
"PM25_P1";39;159,583;120,583;120,583;"No calibrados"
"PM25_P1";29;158,967;129,967;129,967;"No calibrados"
"PM25_P1";29;155,967;126,967;126,967;"No calibrados"
"PM25_P1";43;159,683;116,683;116,683;"No calibrados"
"PM25_P1";51;164,967;113,967;113,967;"No calibrados"
"PM25_P1";57;164,45;107,45;107,45;"No calibrados"
"PM25_P1";63;164,333;101,333;101,333;"No calibrados"
"PM25_P1";61;163,183;102,183;102,183;"No calibrados"
"PM25_P1";59;158,95;99,95;99,95;"No calibrados"
"PM25_P1";56;152,3;96,3;96,3;"No calibrados"
"PM25_P1";73;169,317;96,317;96,317;"No calibrados"
"PM25_P1";79;178,6;99,6;99,6;"No calibrados"
"PM25_P1";75;179,567;104,567;104,567;"No calibrados"
"PM25_P1";74;181,833;107,833;107,833;"No calibrados"
"PM25_P1";81;178,183;97,183;97,183;"No calibrados"
"PM25_P1";62;171,683;109,683;109,683;"No calibrados"
"PM25_P1";59;164,567;105,567;105,567;"No calibrados"
"PM25_P1";48;157,45;109,45;109,45;"No calibrados"
"PM25_P1";44;151,75;107,75;107,75;"No calibrados"
"PM25_P1";32;146,367;114,367;114,367;"No calibrados"
"PM25_P1";25;138,783;113,783;113,783;"No calibrados"
"PM25_P1";28;138,533;110,533;110,533;"No calibrados"
"PM25_P1";26;137,917;111,917;111,917;"No calibrados"
"PM25_P1";17;131,45;114,45;114,45;"No calibrados"
"PM25_P1";35;144,75;109,75;109,75;"No calibrados"
"PM25_P1";18;130,133;112,133;112,133;"No calibrados"
"PM25_P1";11;111,833;100,833;100,833;"No calibrados"
"PM25_P1";13;117,217;104,217;104,217;"No calibrados"
"PM25_P1";18;125,233;107,233;107,233;"No calibrados"
"PM25_P1";25;135,217;110,217;110,217;"No calibrados"
"PM25_P1";30;139,467;109,467;109,467;"No calibrados"
"PM25_P1";27;136,467;109,467;109,467;"No calibrados"
"PM25_P1";42;146,4;104,4;104,4;"No calibrados"
"PM25_P1";43;148,4;105,4;105,4;"No calibrados"
"PM25_P1";47;149,033;102,033;102,033;"No calibrados"
"PM25_P1";59;153,367;94,367;94,367;"No calibrados"
"PM25_P1";47;155,383;108,383;108,383;"No calibrados"
"PM25_P1";45;150,4;105,4;105,4;"No calibrados"
"PM25_P1";29;145,033;116,033;116,033;"No calibrados"
"PM25_P1";29;142,7;113,7;113,7;"No calibrados"
"PM25_P1";27;137,7;110,7;110,7;"No calibrados"
"PM25_P1";14;120,767;106,767;106,767;"No calibrados"
"PM25_P1";17;124,383;107,383;107,383;"No calibrados"
"PM25_P1";15;123,133;108,133;108,133;"No calibrados"
"PM25_P1";9;110,917;101,917;101,917;"No calibrados"
"PM25_P1";13;105,1;92,1;92,1;"No calibrados"
"PM25_P1";8;105,15;97,15;97,15;"No calibrados"
"PM25_P1";3;100,933;97,933;97,933;"No calibrados"
"PM25_P1";4;98,283;94,283;94,283;"No calibrados"
"PM25_P1";4;98,4;94,4;94,4;"No calibrados"
"PM25_P1";6;99,483;93,483;93,483;"No calibrados"
"PM25_P1";16;103,583;87,583;87,583;"No calibrados"
"PM25_P1";11;100,717;89,717;89,717;"No calibrados"
"PM25_P1";16;111,733;95,733;95,733;"No calibrados"
"PM25_P1";21;119,933;98,933;98,933;"No calibrados"
"PM25_P1";18;118,683;100,683;100,683;"No calibrados"
"PM25_P1";8;107,433;99,433;99,433;"No calibrados"
"PM25_P1";19;117,15;98,15;98,15;"No calibrados"
"PM25_P1";45;143,55;98,55;98,55;"No calibrados"
"PM25_P1";46;144,733;98,733;98,733;"No calibrados"
"PM25_P1";46;142,35;96,35;96,35;"No calibrados"
"PM25_P1";23;127,35;104,35;104,35;"No calibrados"
"PM25_P1";14;110,8;96,8;96,8;"No calibrados"
"PM25_P1";12;106,1;94,1;94,1;"No calibrados"
"PM25_P1";6;101,367;95,367;95,367;"No calibrados"
"PM25_P1";4;99,567;95,567;95,567;"No calibrados"
"PM25_P1";3;98,95;95,95;95,95;"No calibrados"
"PM25_P1";2;98,133;96,133;96,133;"No calibrados"
"PM25_P1";2;98;96;96;"No calibrados"
"PM25_P1";1;98;97;97;"No calibrados"
"PM25_P1";2;98;96;96;"No calibrados"
"PM25_P1";2;98;96;96;"No calibrados"
"PM25_P1";1;98;97;97;"No calibrados"
"PM25_P1";1;98;97;97;"No calibrados"
"PM25_P1";4;98,433;94,433;94,433;"No calibrados"
"PM25_P1";7;98,133;91,133;91,133;"No calibrados"
"PM25_P1";4;98,233;94,233;94,233;"No calibrados"
"PM25_P1";5;98,2;93,2;93,2;"No calibrados"
"PM25_P1";8;105,45;97,45;97,45;"No calibrados"
"PM25_P1";10;118,7;108,7;108,7;"No calibrados"
"PM25_P1";10;112,683;102,683;102,683;"No calibrados"
"PM25_P1";17;127,817;110,817;110,817;"No calibrados"
"PM25_P1";22;131,083;109,083;109,083;"No calibrados"
"PM25_P1";27;132,4;105,4;105,4;"No calibrados"
"PM25_P1";23;126,6;103,6;103,6;"No calibrados"
"PM25_P1";15;118,017;103,017;103,017;"No calibrados"
"PM25_P1";16;120,6;104,6;104,6;"No calibrados"
"PM25_P1";18;121,783;103,783;103,783;"No calibrados"
"PM25_P1";10;113,567;103,567;103,567;"No calibrados"
"PM25_P1";9;108,8;99,8;99,8;"No calibrados"
"PM25_P1";8;108,217;100,217;100,217;"No calibrados"
"PM25_P1";6;103,15;97,15;97,15;"No calibrados"
"PM25_P1";7;100,733;93,733;93,733;"No calibrados"
"PM25_P1";5;99,567;94,567;94,567;"No calibrados"
"PM25_P1";2;98,183;96,183;96,183;"No calibrados"
"PM25_P1";2;98,1;96,1;96,1;"No calibrados"
"PM25_P1";3;98;95;95;"No calibrados"
"PM25_P1";4;104,7;100,7;100,7;"No calibrados"
"PM25_P1";35;146,6;111,6;111,6;"No calibrados"
"PM25_P1";37;158,75;121,75;121,75;"No calibrados"
"PM25_P1";34;151,517;117,517;117,517;"No calibrados"
"PM25_P1";33;150,883;117,883;117,883;"No calibrados"
"PM25_P1";40;152,933;112,933;112,933;"No calibrados"
"PM25_P1";40;154,083;114,083;114,083;"No calibrados"
"PM25_P1";51;154,717;103,717;103,717;"No calibrados"
"PM25_P1";49;157,233;108,233;108,233;"No calibrados"
"PM25_P1";42;154,767;112,767;112,767;"No calibrados"
"PM25_P1";39;153,65;114,65;114,65;"No calibrados"
"PM25_P1";49;156,667;107,667;107,667;"No calibrados"
"PM25_P1";44;157,217;113,217;113,217;"No calibrados"
"PM25_P1";45;153,917;108,917;108,917;"No calibrados"
"PM25_P1";41;153,3;112,3;112,3;"No calibrados"
"PM25_P1";40;151,75;111,75;111,75;"No calibrados"
"PM25_P1";35;152,05;117,05;117,05;"No calibrados"
"PM25_P1";28;151,067;123,067;123,067;"No calibrados"
"PM25_P1";25;140,75;115,75;115,75;"No calibrados"
"PM25_P1";40;150,767;110,767;110,767;"No calibrados"
"PM25_P1";40;152,783;112,783;112,783;"No calibrados"
"PM25_P1";33;151,717;118,717;118,717;"No calibrados"
"PM25_P1";34;150,617;116,617;116,617;"No calibrados"
"PM25_P1";31;147,933;116,933;116,933;"No calibrados"
"PM25_P1";17;129,85;112,85;112,85;"No calibrados"
"PM25_P1";9;103,467;94,467;94,467;"No calibrados"
"PM25_P1";6;98;92;92;"No calibrados"
"PM25_P1";4;98;94;94;"No calibrados"
"PM25_P1";3;98;95;95;"No calibrados"
"PM25_P1";2;98;96;96;"No calibrados"
"PM25_P1";3;98;95;95;"No calibrados"
"PM25_P1";3;98;95;95;"No calibrados"
"PM25_P1";2;98;96;96;"No calibrados"
"PM25_P1";3;98;95;95;"No calibrados"
"PM25_P1";1;98;97;97;"No calibrados"
"PM25_P1";1;98,133;97,133;97,133;"No calibrados"
"PM25_P1";3;99,333;96,333;96,333;"No calibrados"
"PM25_P1";6;107,183;101,183;101,183;"No calibrados"
"PM25_P1";8;103,117;95,117;95,117;"No calibrados"
"PM25_P1";7;103,117;96,117;96,117;"No calibrados"
"PM25_P1";5;101,6;96,6;96,6;"No calibrados"
"PM25_P1";6;101,433;95,433;95,433;"No calibrados"
"PM25_P1";3;98,9;95,9;95,9;"No calibrados"
"PM25_P1";1;98,6;97,6;97,6;"No calibrados"
"PM25_P1";4;98,483;94,483;94,483;"No calibrados"
"PM25_P1";2;98,017;96,017;96,017;"No calibrados"
"PM25_P1";1;98,8;97,8;97,8;"No calibrados"
"PM25_P1";2;98,133;96,133;96,133;"No calibrados"
"PM25_P1";3;98,233;95,233;95,233;"No calibrados"
"PM25_P1";5;100,75;95,75;95,75;"No calibrados"
"PM25_P1";5;98,05;93,05;93,05;"No calibrados"
"PM25_P1";12;105,733;93,733;93,733;"No calibrados"
"PM25_P1";7;107,633;100,633;100,633;"No calibrados"
"PM25_P1";13;115,833;102,833;102,833;"No calibrados"
"PM25_P1";15;126,3;111,3;111,3;"No calibrados"
"PM25_P1";13;117,633;104,633;104,633;"No calibrados"
"PM25_P1";10;118,35;108,35;108,35;"No calibrados"
"PM25_P1";18;126,567;108,567;108,567;"No calibrados"
"PM25_P1";15;122,65;107,65;107,65;"No calibrados"
"PM25_P1";15;121,7;106,7;106,7;"No calibrados"
"PM25_P1";16;128,75;112,75;112,75;"No calibrados"
"PM25_P1";21;138,767;117,767;117,767;"No calibrados"
"PM25_P1";15;135,117;120,117;120,117;"No calibrados"
"PM25_P1";17;130,683;113,683;113,683;"No calibrados"
"PM25_P1";10;125,7;115,7;115,7;"No calibrados"
"PM25_P1";10;117,333;107,333;107,333;"No calibrados"
"PM25_P1";12;126,383;114,383;114,383;"No calibrados"
"PM25_P1";12;120,75;108,75;108,75;"No calibrados"
"PM25_P1";9;109,117;100,117;100,117;"No calibrados"
"PM25_P1";5;106,733;101,733;101,733;"No calibrados"
"PM25_P1";4;100,683;96,683;96,683;"No calibrados"
"PM25_P1";7;99,817;92,817;92,817;"No calibrados"
"PM25_P1";4;101,133;97,133;97,133;"No calibrados"
"PM25_P1";2;98,2;96,2;96,2;"No calibrados"
"PM25_P1";2;98;96;96;"No calibrados"
"PM25_P1";1;98,283;97,283;97,283;"No calibrados"
"PM25_P1";8;102,35;94,35;94,35;"No calibrados"
"PM25_P1";6;102,633;96,633;96,633;"No calibrados"
"PM25_P1";7;110,817;103,817;103,817;"No calibrados"
"PM25_P1";14;119,433;105,433;105,433;"No calibrados"
"PM25_P1";9;115,683;106,683;106,683;"No calibrados"
"PM25_P1";19;119,417;100,417;100,417;"No calibrados"
"PM25_P1";14;118,75;104,75;104,75;"No calibrados"
"PM25_P1";15;119,883;104,883;104,883;"No calibrados"
"PM25_P1";5;103,783;98,783;98,783;"No calibrados"
"PM25_P1";5;104,433;99,433;99,433;"No calibrados"
"PM25_P1";2;103,833;101,833;101,833;"No calibrados"
"PM25_P1";1;98,167;97,167;97,167;"No calibrados"
"PM25_P1";3;100,817;97,817;97,817;"No calibrados"
"PM25_P1";10;101,333;91,333;91,333;"No calibrados"
"PM25_P1";7;99,467;92,467;92,467;"No calibrados"
"PM25_P1";8;105,867;97,867;97,867;"No calibrados"
"PM25_P1";9;104,85;95,85;95,85;"No calibrados"
"PM25_P1";6;102,367;96,367;96,367;"No calibrados"
"PM25_P1";3;101,117;98,117;98,117;"No calibrados"
"PM25_P1";4;99,267;95,267;95,267;"No calibrados"
"PM25_P1";1;98,533;97,533;97,533;"No calibrados"
"PM25_P1";4;99,117;95,117;95,117;"No calibrados"
"PM25_P1";3;100,867;97,867;97,867;"No calibrados"
"PM25_P1";4;104,333;100,333;100,333;"No calibrados"
"PM25_P1";4;100,3;96,3;96,3;"No calibrados"
"PM25_P1";6;101,033;95,033;95,033;"No calibrados"
"PM25_P1";6;107,9;101,9;101,9;"No calibrados"
"PM25_P1";16;125,433;109,433;109,433;"No calibrados"
"PM25_P1";22;133,083;111,083;111,083;"No calibrados"
"PM25_P1";23;133,867;110,867;110,867;"No calibrados"
"PM25_P1";28;137,8;109,8;109,8;"No calibrados"
"PM25_P1";26;143,45;117,45;117,45;"No calibrados"
"PM25_P1";16;129,217;113,217;113,217;"No calibrados"
"PM25_P1";23;129,35;106,35;106,35;"No calibrados"
"PM25_P1";7;112,833;105,833;105,833;"No calibrados"
"PM25_P1";5;99,917;94,917;94,917;"No calibrados"
"PM25_P1";6;102,95;96,95;96,95;"No calibrados"
"PM25_P1";5;98;93;93;"No calibrados"
"PM25_P1";2;98;96;96;"No calibrados"
"PM25_P1";2;98,017;96,017;96,017;"No calibrados"
"PM25_P1";4;98;94;94;"No calibrados"
"PM25_P1";2;98,033;96,033;96,033;"No calibrados"
"PM25_P1";1;98,133;97,133;97,133;"No calibrados"
"PM25_P1";2;98,083;96,083;96,083;"No calibrados"
"PM25_P1";4;98,2;94,2;94,2;"No calibrados"
"PM25_P1";5;98,15;93,15;93,15;"No calibrados"
"PM25_P1";3;98;95;95;"No calibrados"
"PM25_P1";2;98;96;96;"No calibrados"
"PM25_P1";2;98;96;96;"No calibrados"
"PM25_P1";4;98,083;94,083;94,083;"No calibrados"
"PM25_P1";3;98,067;95,067;95,067;"No calibrados"
"PM25_P1";1;98,433;97,433;97,433;"No calibrados"
"PM25_P1";3;98;95;95;"No calibrados"
"PM25_P1";2;98;96;96;"No calibrados"
"PM25_P1";3;98,017;95,017;95,017;"No calibrados"
"PM25_P1";5;99,4;94,4;94,4;"No calibrados"
"PM25_P1";6;99,3;93,3;93,3;"No calibrados"
"PM25_P1";4;98,05;94,05;94,05;"No calibrados"
"PM25_P1";4;98;94;94;"No calibrados"
"PM25_P1";3;98;95;95;"No calibrados"
"PM25_P1";3;98;95;95;"No calibrados"
"PM25_P1";4;98;94;94;"No calibrados"
"PM25_P1";4;98;94;94;"No calibrados"
"PM25_P1";1;98;97;97;"No calibrados"
"PM25_P1";1;98;97;97;"No calibrados"
"PM25_P1";1;98;97;97;"No calibrados"
"PM25_P1";4;98,017;94,017;94,017;"No calibrados"
"PM25_P1";3;98,25;95,25;95,25;"No calibrados"
"PM25_P1";2;98,65;96,65;96,65;"No calibrados"
"PM25_P1";4;100,533;96,533;96,533;"No calibrados"
"PM25_P1";4;98,317;94,317;94,317;"No calibrados"
"PM25_P1";15;118,817;103,817;103,817;"No calibrados"
"PM25_P1";10;115,583;105,583;105,583;"No calibrados"
"PM25_P1";15;121,05;106,05;106,05;"No calibrados"
"PM25_P1";12;122,117;110,117;110,117;"No calibrados"
"PM25_P1";15;123,083;108,083;108,083;"No calibrados"
"PM25_P1";13;123,517;110,517;110,517;"No calibrados"
"PM25_P1";12;124,467;112,467;112,467;"No calibrados"
"PM25_P1";18;130,517;112,517;112,517;"No calibrados"
"PM25_P1";16;131,95;115,95;115,95;"No calibrados"
"PM25_P1";13;135,517;122,517;122,517;"No calibrados"
"PM25_P1";15;137,717;122,717;122,717;"No calibrados"
"PM25_P1";20;142,733;122,733;122,733;"No calibrados"
"PM25_P1";20;140,483;120,483;120,483;"No calibrados"
"PM25_P1";18;133,05;115,05;115,05;"No calibrados"
"PM25_P1";9;127,5;118,5;118,5;"No calibrados"
"PM25_P1";15;127,167;112,167;112,167;"No calibrados"
"PM25_P1";11;119,167;108,167;108,167;"No calibrados"
"PM25_P1";8;126,283;118,283;118,283;"No calibrados"
"PM25_P1";6;108,55;102,55;102,55;"No calibrados"
"PM25_P1";7;106,583;99,583;99,583;"No calibrados"
"PM25_P1";7;111,7;104,7;104,7;"No calibrados"
"PM25_P1";4;107,933;103,933;103,933;"No calibrados"
"PM25_P1";7;106,533;99,533;99,533;"No calibrados"
"PM25_P1";12;115,233;103,233;103,233;"No calibrados"
"PM25_P1";14;125,633;111,633;111,633;"No calibrados"
"PM25_P1";20;128,55;108,55;108,55;"No calibrados"
"PM25_P1";18;123;105;105;"No calibrados"
"PM25_P1";24;130,8;106,8;106,8;"No calibrados"
"PM25_P1";22;133,783;111,783;111,783;"No calibrados"
"PM25_P1";32;141,017;109,017;109,017;"No calibrados"
"PM25_P1";36;146,333;110,333;110,333;"No calibrados"
"PM25_P1";35;152,733;117,733;117,733;"No calibrados"
"PM25_P1";37;155,117;118,117;118,117;"No calibrados"
"PM25_P1";34;150,917;116,917;116,917;"No calibrados"
"PM25_P1";30;148,683;118,683;118,683;"No calibrados"
"PM25_P1";28;145,45;117,45;117,45;"No calibrados"
"PM25_P1";23;143,55;120,55;120,55;"No calibrados"
"PM25_P1";20;133,7;113,7;113,7;"No calibrados"
"PM25_P1";14;131,583;117,583;117,583;"No calibrados"
"PM25_P1";11;121,35;110,35;110,35;"No calibrados"
"PM25_P1";10;109,3;99,3;99,3;"No calibrados"
"PM25_P1";8;104,033;96,033;96,033;"No calibrados"
"PM25_P1";7;98,683;91,683;91,683;"No calibrados"
"PM25_P1";6;98,017;92,017;92,017;"No calibrados"
"PM25_P1";6;98;92;92;"No calibrados"
"PM25_P1";6;98,567;92,567;92,567;"No calibrados"
"PM25_P1";7;99,983;92,983;92,983;"No calibrados"
"PM25_P1";12;104,9;92,9;92,9;"No calibrados"
"PM25_P1";16;125,05;109,05;109,05;"No calibrados"
"PM25_P1";12;119,867;107,867;107,867;"No calibrados"
"PM25_P1";6;100,25;94,25;94,25;"No calibrados"
"PM25_P1";29;130,533;101,533;101,533;"No calibrados"
"PM25_P1";25;136,45;111,45;111,45;"No calibrados"
"PM25_P1";39;145,95;106,95;106,95;"No calibrados"
"PM25_P1";43;150,2;107,2;107,2;"No calibrados"
"PM25_P1";45;153,8;108,8;108,8;"No calibrados"
"PM25_P1";44;154,367;110,367;110,367;"No calibrados"
"PM25_P1";37;152,233;115,233;115,233;"No calibrados"
"PM25_P1";33;150,383;117,383;117,383;"No calibrados"
"PM25_P1";36;149,517;113,517;113,517;"No calibrados"
"PM25_P1";28;143,767;115,767;115,767;"No calibrados"
"PM25_P1";23;136,767;113,767;113,767;"No calibrados"
"PM25_P1";23;131,5;108,5;108,5;"No calibrados"
"PM25_P1";10;114,933;104,933;104,933;"No calibrados"
"PM25_P1";10;115,867;105,867;105,867;"No calibrados"
"PM25_P1";8;107,683;99,683;99,683;"No calibrados"
"PM25_P1";5;106,167;101,167;101,167;"No calibrados"
"PM25_P1";6;101,167;95,167;95,167;"No calibrados"
"PM25_P1";6;98,283;92,283;92,283;"No calibrados"
"PM25_P1";6;98,017;92,017;92,017;"No calibrados"
"PM25_P1";6;99,8;93,8;93,8;"No calibrados"
"PM25_P1";4;98,467;94,467;94,467;"No calibrados"
"PM25_P1";2;98,4;96,4;96,4;"No calibrados"
"PM25_P1";19;125,4;106,4;106,4;"No calibrados"
"PM25_P1";18;127,55;109,55;109,55;"No calibrados"
"PM25_P1";24;132,5;108,5;108,5;"No calibrados"
"PM25_P1";35;144,383;109,383;109,383;"No calibrados"
"PM25_P1";46;149,533;103,533;103,533;"No calibrados"
"PM25_P1";46;149,45;103,45;103,45;"No calibrados"
"PM25_P1";39;144,117;105,117;105,117;"No calibrados"
"PM25_P1";16;117,817;101,817;101,817;"No calibrados"
"PM25_P1";35;144,717;109,717;109,717;"No calibrados"
"PM25_P1";43;151,633;108,633;108,633;"No calibrados"
"PM25_P1";33;150,983;117,983;117,983;"No calibrados"
"PM25_P1";38;152,017;114,017;114,017;"No calibrados"
"PM25_P1";30;149,5;119,5;119,5;"No calibrados"
"PM25_P1";22;137,95;115,95;115,95;"No calibrados"
"PM25_P1";21;132,567;111,567;111,567;"No calibrados"
"PM25_P1";20;132,433;112,433;112,433;"No calibrados"
"PM25_P1";22;127,683;105,683;105,683;"No calibrados"
"PM25_P1";13;128,167;115,167;115,167;"No calibrados"
"PM25_P1";17;126,233;109,233;109,233;"No calibrados"
"PM25_P1";13;128,183;115,183;115,183;"No calibrados"
"PM25_P1";15;124,883;109,883;109,883;"No calibrados"
"PM25_P1";11;120,183;109,183;109,183;"No calibrados"
"PM25_P1";14;122,533;108,533;108,533;"No calibrados"
"PM25_P1";29;139,25;110,25;110,25;"No calibrados"
"PM25_P1";21;139,533;118,533;118,533;"No calibrados"
"PM25_P1";37;145,817;108,817;108,817;"No calibrados"
"PM25_P1";35;143,517;108,517;108,517;"No calibrados"
"PM25_P1";41;149,333;108,333;108,333;"No calibrados"
"PM25_P1";48;159,583;111,583;111,583;"No calibrados"
"PM25_P1";46;156,083;110,083;110,083;"No calibrados"
"PM25_P1";50;162,083;112,083;112,083;"No calibrados"
"PM25_P1";52;164,833;112,833;112,833;"No calibrados"
"PM25_P1";55;171;116;116;"No calibrados"
"PM25_P1";55;169,367;114,367;114,367;"No calibrados"
"PM25_P1";48;164,433;116,433;116,433;"No calibrados"
"PM25_P1";47;161,1;114,1;114,1;"No calibrados"
"PM25_P1";46;158,033;112,033;112,033;"No calibrados"
"PM25_P1";54;162,783;108,783;108,783;"No calibrados"
"PM25_P1";45;171,467;126,467;126,467;"No calibrados"
"PM25_P1";41;171,117;130,117;130,117;"No calibrados"
"PM25_P1";31;154,35;123,35;123,35;"No calibrados"
"PM25_P1";5;98,117;93,117;93,117;"No calibrados"
"PM25_P1";3;102,733;99,733;99,733;"No calibrados"
"PM25_P1";9;122,4;113,4;113,4;"No calibrados"
"PM25_P1";24;145,183;121,183;121,183;"No calibrados"
"PM25_P1";16;143,717;127,717;127,717;"No calibrados"
"PM25_P1";17;133,767;116,767;116,767;"No calibrados"
"PM25_P1";3;105,633;102,633;102,633;"No calibrados"
"PM25_P1";3;102,967;99,967;99,967;"No calibrados"
"PM25_P1";13;119,3;106,3;106,3;"No calibrados"
"PM25_P1";18;134,233;116,233;116,233;"No calibrados"
"PM25_P1";26;138,6;112,6;112,6;"No calibrados"
"PM25_P1";24;138,317;114,317;114,317;"No calibrados"
"PM25_P1";19;139,383;120,383;120,383;"No calibrados"
"PM25_P1";19;136,533;117,533;117,533;"No calibrados"
"PM25_P1";13;142,117;129,117;129,117;"No calibrados"
"PM25_P1";21;142,517;121,517;121,517;"No calibrados"
"PM25_P1";19;142;123;123;"No calibrados"
"PM25_P1";22;140,033;118,033;118,033;"No calibrados"
"PM25_P1";16;136,667;120,667;120,667;"No calibrados"
"PM25_P1";9;123,05;114,05;114,05;"No calibrados"
"PM25_P1";11;116,633;105,633;105,633;"No calibrados"
"PM25_P1";9;117,45;108,45;108,45;"No calibrados"
"PM25_P1";10;125,217;115,217;115,217;"No calibrados"
"PM25_P1";8;112,383;104,383;104,383;"No calibrados"
"PM25_P1";5;103,433;98,433;98,433;"No calibrados"
"PM25_P1";5;108,833;103,833;103,833;"No calibrados"
"PM25_P1";5;110,733;105,733;105,733;"No calibrados"
"PM25_P1";9;111,517;102,517;102,517;"No calibrados"
"PM25_P1";11;114,65;103,65;103,65;"No calibrados"
"PM25_P1";9;114,283;105,283;105,283;"No calibrados"
"PM25_P1";15;134,667;119,667;119,667;"No calibrados"
"PM25_P1";22;132,217;110,217;110,217;"No calibrados"
"PM25_P1";22;137,383;115,383;115,383;"No calibrados"
"PM25_P1";19;133,65;114,65;114,65;"No calibrados"
"PM25_P1";22;134,283;112,283;112,283;"No calibrados"
"PM25_P1";17;131,767;114,767;114,767;"No calibrados"
"PM25_P1";19;135,067;116,067;116,067;"No calibrados"
