"sensor";"referencia";"predicho";"error";"error_abs";"Clasificacion"
"PM25_P3";28;141,133;113,133;113,133;"No calibrados"
"PM25_P3";24;132,55;108,55;108,55;"No calibrados"
"PM25_P3";15;126,067;111,067;111,067;"No calibrados"
"PM25_P3";13;120,083;107,083;107,083;"No calibrados"
"PM25_P3";15;114,717;99,717;99,717;"No calibrados"
"PM25_P3";9;110,1;101,1;101,1;"No calibrados"
"PM25_P3";11;110,367;99,367;99,367;"No calibrados"
"PM25_P3";13;114,533;101,533;101,533;"No calibrados"
"PM25_P3";17;115,233;98,233;98,233;"No calibrados"
"PM25_P3";14;120,817;106,817;106,817;"No calibrados"
"PM25_P3";26;133,9;107,9;107,9;"No calibrados"
"PM25_P3";33;137,317;104,317;104,317;"No calibrados"
"PM25_P3";35;140,3;105,3;105,3;"No calibrados"
"PM25_P3";51;149,2;98,2;98,2;"No calibrados"
"PM25_P3";51;154,9;103,9;103,9;"No calibrados"
"PM25_P3";67;174,9;107,9;107,9;"No calibrados"
"PM25_P3";68;176,617;108,617;108,617;"No calibrados"
"PM25_P3";62;172,933;110,933;110,933;"No calibrados"
"PM25_P3";65;173,967;108,967;108,967;"No calibrados"
"PM25_P3";60;174,3;114,3;114,3;"No calibrados"
"PM25_P3";55;171,717;116,717;116,717;"No calibrados"
"PM25_P3";61;175,75;114,75;114,75;"No calibrados"
"PM25_P3";61;175,033;114,033;114,033;"No calibrados"
"PM25_P3";56;166,617;110,617;110,617;"No calibrados"
"PM25_P3";52;164,067;112,067;112,067;"No calibrados"
"PM25_P3";40;156;116;116;"No calibrados"
"PM25_P3";46;151,267;105,267;105,267;"No calibrados"
"PM25_P3";40;154,05;114,05;114,05;"No calibrados"
"PM25_P3";36;150,4;114,4;114,4;"No calibrados"
"PM25_P3";33;147,067;114,067;114,067;"No calibrados"
"PM25_P3";36;150,8;114,8;114,8;"No calibrados"
"PM25_P3";37;154,083;117,083;117,083;"No calibrados"
"PM25_P3";45;159,183;114,183;114,183;"No calibrados"
"PM25_P3";35;161,15;126,15;126,15;"No calibrados"
"PM25_P3";44;158,917;114,917;114,917;"No calibrados"
"PM25_P3";45;159,533;114,533;114,533;"No calibrados"
"PM25_P3";63;177,233;114,233;114,233;"No calibrados"
"PM25_P3";57;167,45;110,45;110,45;"No calibrados"
"PM25_P3";48;153,95;105,95;105,95;"No calibrados"
"PM25_P3";32;142,533;110,533;110,533;"No calibrados"
"PM25_P3";26;141,017;115,017;115,017;"No calibrados"
"PM25_P3";26;138,183;112,183;112,183;"No calibrados"
"PM25_P3";31;140,933;109,933;109,933;"No calibrados"
"PM25_P3";31;144,133;113,133;113,133;"No calibrados"
"PM25_P3";35;147,267;112,267;112,267;"No calibrados"
"PM25_P3";35;148,333;113,333;113,333;"No calibrados"
"PM25_P3";41;151,967;110,967;110,967;"No calibrados"
"PM25_P3";37;151,883;114,883;114,883;"No calibrados"
"PM25_P3";38;148;110;110;"No calibrados"
"PM25_P3";27;141;114;114;"No calibrados"
"PM25_P3";23;137,467;114,467;114,467;"No calibrados"
"PM25_P3";18;129,3;111,3;111,3;"No calibrados"
"PM25_P3";14;124,617;110,617;110,617;"No calibrados"
"PM25_P3";12;110,667;98,667;98,667;"No calibrados"
"PM25_P3";9;109,383;100,383;100,383;"No calibrados"
"PM25_P3";6;102,8;96,8;96,8;"No calibrados"
"PM25_P3";5;101,983;96,983;96,983;"No calibrados"
"PM25_P3";4;102,75;98,75;98,75;"No calibrados"
"PM25_P3";13;106,55;93,55;93,55;"No calibrados"
"PM25_P3";10;106,033;96,033;96,033;"No calibrados"
"PM25_P3";12;108,583;96,583;96,583;"No calibrados"
"PM25_P3";14;105,75;91,75;91,75;"No calibrados"
"PM25_P3";30;133,183;103,183;103,183;"No calibrados"
"PM25_P3";35;143,433;108,433;108,433;"No calibrados"
"PM25_P3";29;140,967;111,967;111,967;"No calibrados"
"PM25_P3";33;143,7;110,7;110,7;"No calibrados"
"PM25_P3";37;145,217;108,217;108,217;"No calibrados"
"PM25_P3";38;146,45;108,45;108,45;"No calibrados"
"PM25_P3";39;148,817;109,817;109,817;"No calibrados"
"PM25_P3";47;153,217;106,217;106,217;"No calibrados"
"PM25_P3";42;153,333;111,333;111,333;"No calibrados"
"PM25_P3";44;151,933;107,933;107,933;"No calibrados"
"PM25_P3";38;150,483;112,483;112,483;"No calibrados"
"PM25_P3";35;147,15;112,15;112,15;"No calibrados"
"PM25_P3";28;144,933;116,933;116,933;"No calibrados"
"PM25_P3";29;142,1;113,1;113,1;"No calibrados"
"PM25_P3";25;137,083;112,083;112,083;"No calibrados"
"PM25_P3";20;134,583;114,583;114,583;"No calibrados"
"PM25_P3";17;132,983;115,983;115,983;"No calibrados"
"PM25_P3";17;133,783;116,783;116,783;"No calibrados"
"PM25_P3";17;132,067;115,067;115,067;"No calibrados"
"PM25_P3";23;129,25;106,25;106,25;"No calibrados"
"PM25_P3";23;132,317;109,317;109,317;"No calibrados"
"PM25_P3";17;127,283;110,283;110,283;"No calibrados"
"PM25_P3";29;144,1;115,1;115,1;"No calibrados"
"PM25_P3";24;140,133;116,133;116,133;"No calibrados"
"PM25_P3";35;147,1;112,1;112,1;"No calibrados"
"PM25_P3";31;146,167;115,167;115,167;"No calibrados"
"PM25_P3";26;141,233;115,233;115,233;"No calibrados"
"PM25_P3";27;139,05;112,05;112,05;"No calibrados"
"PM25_P3";43;153,933;110,933;110,933;"No calibrados"
"PM25_P3";51;165,033;114,033;114,033;"No calibrados"
"PM25_P3";52;165,467;113,467;113,467;"No calibrados"
"PM25_P3";51;166;115;115;"No calibrados"
"PM25_P3";54;170,433;116,433;116,433;"No calibrados"
"PM25_P3";60;174,483;114,483;114,483;"No calibrados"
"PM25_P3";50;168,5;118,5;118,5;"No calibrados"
"PM25_P3";39;161,3;122,3;122,3;"No calibrados"
"PM25_P3";45;159,95;114,95;114,95;"No calibrados"
"PM25_P3";46;158,117;112,117;112,117;"No calibrados"
"PM25_P3";38;155,283;117,283;117,283;"No calibrados"
"PM25_P3";35;156,117;121,117;121,117;"No calibrados"
"PM25_P3";35;155,95;120,95;120,95;"No calibrados"
"PM25_P3";42;161,217;119,217;119,217;"No calibrados"
"PM25_P3";41;160,15;119,15;119,15;"No calibrados"
"PM25_P3";43;161,75;118,75;118,75;"No calibrados"
"PM25_P3";47;162;115;115;"No calibrados"
"PM25_P3";38;157,6;119,6;119,6;"No calibrados"
"PM25_P3";38;154,433;116,433;116,433;"No calibrados"
"PM25_P3";59;181,967;122,967;122,967;"No calibrados"
"PM25_P3";60;182,367;122,367;122,367;"No calibrados"
"PM25_P3";60;173,133;113,133;113,133;"No calibrados"
"PM25_P3";52;164,95;112,95;112,95;"No calibrados"
"PM25_P3";57;175,017;118,017;118,017;"No calibrados"
"PM25_P3";63;181,767;118,767;118,767;"No calibrados"
"PM25_P3";60;183,583;123,583;123,583;"No calibrados"
"PM25_P3";57;179,783;122,783;122,783;"No calibrados"
"PM25_P3";58;181,483;123,483;123,483;"No calibrados"
"PM25_P3";59;184,8;125,8;125,8;"No calibrados"
"PM25_P3";48;166,9;118,9;118,9;"No calibrados"
"PM25_P3";59;177,317;118,317;118,317;"No calibrados"
"PM25_P3";53;167,917;114,917;114,917;"No calibrados"
"PM25_P3";49;162,517;113,517;113,517;"No calibrados"
"PM25_P3";43;160,167;117,167;117,167;"No calibrados"
"PM25_P3";19;139,083;120,083;120,083;"No calibrados"
"PM25_P3";19;132,6;113,6;113,6;"No calibrados"
"PM25_P3";13;120;107;107;"No calibrados"
"PM25_P3";7;107,617;100,617;100,617;"No calibrados"
"PM25_P3";28;133,217;105,217;105,217;"No calibrados"
"PM25_P3";24;142,483;118,483;118,483;"No calibrados"
"PM25_P3";16;130,35;114,35;114,35;"No calibrados"
"PM25_P3";12;125,267;113,267;113,267;"No calibrados"
"PM25_P3";15;124,167;109,167;109,167;"No calibrados"
"PM25_P3";5;109,8;104,8;104,8;"No calibrados"
"PM25_P3";28;141,8;113,8;113,8;"No calibrados"
"PM25_P3";11;116,433;105,433;105,433;"No calibrados"
"PM25_P3";17;127,383;110,383;110,383;"No calibrados"
"PM25_P3";35;144,05;109,05;109,05;"No calibrados"
"PM25_P3";36;145,117;109,117;109,117;"No calibrados"
"PM25_P3";35;143,7;108,7;108,7;"No calibrados"
"PM25_P3";41;143,067;102,067;102,067;"No calibrados"
"PM25_P3";29;141,7;112,7;112,7;"No calibrados"
"PM25_P3";29;140,95;111,95;111,95;"No calibrados"
"PM25_P3";32;142,85;110,85;110,85;"No calibrados"
"PM25_P3";30;139,267;109,267;109,267;"No calibrados"
"PM25_P3";20;130,2;110,2;110,2;"No calibrados"
"PM25_P3";17;123,467;106,467;106,467;"No calibrados"
"PM25_P3";8;121,067;113,067;113,067;"No calibrados"
"PM25_P3";10;112,3;102,3;102,3;"No calibrados"
"PM25_P3";16;116,05;100,05;100,05;"No calibrados"
"PM25_P3";19;121,783;102,783;102,783;"No calibrados"
"PM25_P3";24;132,9;108,9;108,9;"No calibrados"
"PM25_P3";26;131,117;105,117;105,117;"No calibrados"
"PM25_P3";16;116,683;100,683;100,683;"No calibrados"
"PM25_P3";22;123,533;101,533;101,533;"No calibrados"
"PM25_P3";21;122,7;101,7;101,7;"No calibrados"
"PM25_P3";8;105,367;97,367;97,367;"No calibrados"
"PM25_P3";19;127,917;108,917;108,917;"No calibrados"
"PM25_P3";23;127,733;104,733;104,733;"No calibrados"
"PM25_P3";18;123,567;105,567;105,567;"No calibrados"
"PM25_P3";21;124,767;103,767;103,767;"No calibrados"
"PM25_P3";20;134,083;114,083;114,083;"No calibrados"
"PM25_P3";51;151,6;100,6;100,6;"No calibrados"
"PM25_P3";48;147,833;99,833;99,833;"No calibrados"
"PM25_P3";35;139,617;104,617;104,617;"No calibrados"
"PM25_P3";19;119,7;100,7;100,7;"No calibrados"
"PM25_P3";51;146,883;95,883;95,883;"No calibrados"
"PM25_P3";45;147,517;102,517;102,517;"No calibrados"
"PM25_P3";38;142,283;104,283;104,283;"No calibrados"
"PM25_P3";36;139,483;103,483;103,483;"No calibrados"
"PM25_P3";31;138,317;107,317;107,317;"No calibrados"
"PM25_P3";25;132,867;107,867;107,867;"No calibrados"
"PM25_P3";15;125,983;110,983;110,983;"No calibrados"
"PM25_P3";16;121,9;105,9;105,9;"No calibrados"
"PM25_P3";15;117,083;102,083;102,083;"No calibrados"
"PM25_P3";8;108,133;100,133;100,133;"No calibrados"
"PM25_P3";8;104,733;96,733;96,733;"No calibrados"
"PM25_P3";14;114,367;100,367;100,367;"No calibrados"
"PM25_P3";27;138,15;111,15;111,15;"No calibrados"
"PM25_P3";34;142,883;108,883;108,883;"No calibrados"
"PM25_P3";37;144,933;107,933;107,933;"No calibrados"
"PM25_P3";32;144,483;112,483;112,483;"No calibrados"
"PM25_P3";37;146,017;109,017;109,017;"No calibrados"
"PM25_P3";35;145,867;110,867;110,867;"No calibrados"
"PM25_P3";35;144,45;109,45;109,45;"No calibrados"
"PM25_P3";36;148,017;112,017;112,017;"No calibrados"
"PM25_P3";28;143;115;115;"No calibrados"
"PM25_P3";32;143,917;111,917;111,917;"No calibrados"
"PM25_P3";31;143,967;112,967;112,967;"No calibrados"
"PM25_P3";29;139,883;110,883;110,883;"No calibrados"
"PM25_P3";36;146,717;110,717;110,717;"No calibrados"
"PM25_P3";40;150,4;110,4;110,4;"No calibrados"
"PM25_P3";37;147,817;110,817;110,817;"No calibrados"
"PM25_P3";18;134,283;116,283;116,283;"No calibrados"
"PM25_P3";20;133,45;113,45;113,45;"No calibrados"
"PM25_P3";21;137,417;116,417;116,417;"No calibrados"
"PM25_P3";18;138,95;120,95;120,95;"No calibrados"
"PM25_P3";18;133,667;115,667;115,667;"No calibrados"
"PM25_P3";8;119,683;111,683;111,683;"No calibrados"
"PM25_P3";4;100;96;96;"No calibrados"
"PM25_P3";3;100,233;97,233;97,233;"No calibrados"
"PM25_P3";3;100,033;97,033;97,033;"No calibrados"
"PM25_P3";3;100;97;97;"No calibrados"
"PM25_P3";3;100;97;97;"No calibrados"
"PM25_P3";3;100,067;97,067;97,067;"No calibrados"
"PM25_P3";14;110,6;96,6;96,6;"No calibrados"
"PM25_P3";8;102,267;94,267;94,267;"No calibrados"
"PM25_P3";3;101,167;98,167;98,167;"No calibrados"
"PM25_P3";3;101,333;98,333;98,333;"No calibrados"
"PM25_P3";6;102,367;96,367;96,367;"No calibrados"
"PM25_P3";5;104,517;99,517;99,517;"No calibrados"
"PM25_P3";7;105,633;98,633;98,633;"No calibrados"
"PM25_P3";10;107,05;97,05;97,05;"No calibrados"
"PM25_P3";9;108,2;99,2;99,2;"No calibrados"
"PM25_P3";6;110,633;104,633;104,633;"No calibrados"
"PM25_P3";7;110,45;103,45;103,45;"No calibrados"
"PM25_P3";8;105,867;97,867;97,867;"No calibrados"
"PM25_P3";5;103;98;98;"No calibrados"
"PM25_P3";3;101,883;98,883;98,883;"No calibrados"
"PM25_P3";3;101,25;98,25;98,25;"No calibrados"
"PM25_P3";2;102,25;100,25;100,25;"No calibrados"
"PM25_P3";4;100;96;96;"No calibrados"
"PM25_P3";1;100;99;99;"No calibrados"
"PM25_P3";1;100;99;99;"No calibrados"
"PM25_P3";1;100,15;99,15;99,15;"No calibrados"
"PM25_P3";2;100;98;98;"No calibrados"
"PM25_P3";1;100,117;99,117;99,117;"No calibrados"
"PM25_P3";1;100,2;99,2;99,2;"No calibrados"
"PM25_P3";1;100;99;99;"No calibrados"
"PM25_P3";1;100;99;99;"No calibrados"
"PM25_P3";1;100;99;99;"No calibrados"
"PM25_P3";1;100,533;99,533;99,533;"No calibrados"
"PM25_P3";1;100,667;99,667;99,667;"No calibrados"
"PM25_P3";1;100;99;99;"No calibrados"
"PM25_P3";2;100,017;98,017;98,017;"No calibrados"
"PM25_P3";5;100,45;95,45;95,45;"No calibrados"
"PM25_P3";6;101,467;95,467;95,467;"No calibrados"
"PM25_P3";3;101,65;98,65;98,65;"No calibrados"
"PM25_P3";1;100,783;99,783;99,783;"No calibrados"
"PM25_P3";3;100,033;97,033;97,033;"No calibrados"
"PM25_P3";7;101,833;94,833;94,833;"No calibrados"
"PM25_P3";7;103,883;96,883;96,883;"No calibrados"
"PM25_P3";8;102,667;94,667;94,667;"No calibrados"
"PM25_P3";4;100,033;96,033;96,033;"No calibrados"
"PM25_P3";1;100;99;99;"No calibrados"
"PM25_P3";1;100;99;99;"No calibrados"
"PM25_P3";1;100;99;99;"No calibrados"
"PM25_P3";1;100;99;99;"No calibrados"
"PM25_P3";1;100;99;99;"No calibrados"
"PM25_P3";1;100;99;99;"No calibrados"
"PM25_P3";1;100;99;99;"No calibrados"
"PM25_P3";1;100;99;99;"No calibrados"
"PM25_P3";1;100;99;99;"No calibrados"
"PM25_P3";1;100,45;99,45;99,45;"No calibrados"
"PM25_P3";3;100,05;97,05;97,05;"No calibrados"
"PM25_P3";5;101,283;96,283;96,283;"No calibrados"
"PM25_P3";8;105,35;97,35;97,35;"No calibrados"
"PM25_P3";8;109,017;101,017;101,017;"No calibrados"
"PM25_P3";7;112,633;105,633;105,633;"No calibrados"
"PM25_P3";10;122,9;112,9;112,9;"No calibrados"
"PM25_P3";11;127,967;116,967;116,967;"No calibrados"
"PM25_P3";13;132,75;119,75;119,75;"No calibrados"
"PM25_P3";19;136,5;117,5;117,5;"No calibrados"
"PM25_P3";20;138,2;118,2;118,2;"No calibrados"
"PM25_P3";16;128,2;112,2;112,2;"No calibrados"
"PM25_P3";9;116,5;107,5;107,5;"No calibrados"
"PM25_P3";7;106,833;99,833;99,833;"No calibrados"
"PM25_P3";7;108,783;101,783;101,783;"No calibrados"
"PM25_P3";6;101,2;95,2;95,2;"No calibrados"
"PM25_P3";3;100,317;97,317;97,317;"No calibrados"
"PM25_P3";1;100,533;99,533;99,533;"No calibrados"
"PM25_P3";1;100,267;99,267;99,267;"No calibrados"
"PM25_P3";3;100,183;97,183;97,183;"No calibrados"
"PM25_P3";2;100,017;98,017;98,017;"No calibrados"
"PM25_P3";6;105,033;99,033;99,033;"No calibrados"
"PM25_P3";8;105,15;97,15;97,15;"No calibrados"
"PM25_P3";11;108,333;97,333;97,333;"No calibrados"
"PM25_P3";7;103,383;96,383;96,383;"No calibrados"
"PM25_P3";18;123,867;105,867;105,867;"No calibrados"
"PM25_P3";27;143,367;116,367;116,367;"No calibrados"
"PM25_P3";15;130,6;115,6;115,6;"No calibrados"
"PM25_P3";16;130,55;114,55;114,55;"No calibrados"
"PM25_P3";38;152,133;114,133;114,133;"No calibrados"
"PM25_P3";34;150,15;116,15;116,15;"No calibrados"
"PM25_P3";36;156,183;120,183;120,183;"No calibrados"
"PM25_P3";37;158,4;121,4;121,4;"No calibrados"
"PM25_P3";33;154,233;121,233;121,233;"No calibrados"
"PM25_P3";26;144,55;118,55;118,55;"No calibrados"
"PM25_P3";23;145,517;122,517;122,517;"No calibrados"
"PM25_P3";24;141,283;117,283;117,283;"No calibrados"
"PM25_P3";18;129;111;111;"No calibrados"
"PM25_P3";14;119,65;105,65;105,65;"No calibrados"
"PM25_P3";11;108,717;97,717;97,717;"No calibrados"
"PM25_P3";5;100,117;95,117;95,117;"No calibrados"
"PM25_P3";1;100;99;99;"No calibrados"
"PM25_P3";1;100;99;99;"No calibrados"
"PM25_P3";3;100;97;97;"No calibrados"
"PM25_P3";5;100,4;95,4;95,4;"No calibrados"
"PM25_P3";6;102,267;96,267;96,267;"No calibrados"
"PM25_P3";8;103,233;95,233;95,233;"No calibrados"
"PM25_P3";7;103,583;96,583;96,583;"No calibrados"
"PM25_P3";4;100,017;96,017;96,017;"No calibrados"
"PM25_P3";5;100,4;95,4;95,4;"No calibrados"
"PM25_P3";6;100,283;94,283;94,283;"No calibrados"
"PM25_P3";4;106,417;102,417;102,417;"No calibrados"
"PM25_P3";12;115,817;103,817;103,817;"No calibrados"
"PM25_P3";30;131,533;101,533;101,533;"No calibrados"
"PM25_P3";40;146,133;106,133;106,133;"No calibrados"
"PM25_P3";36;143,417;107,417;107,417;"No calibrados"
"PM25_P3";34;141,4;107,4;107,4;"No calibrados"
"PM25_P3";32;140,333;108,333;108,333;"No calibrados"
"PM25_P3";29;134,2;105,2;105,2;"No calibrados"
"PM25_P3";19;131;112;112;"No calibrados"
"PM25_P3";20;126,983;106,983;106,983;"No calibrados"
"PM25_P3";15;117,767;102,767;102,767;"No calibrados"
"PM25_P3";11;111,317;100,317;100,317;"No calibrados"
"PM25_P3";8;107,583;99,583;99,583;"No calibrados"
"PM25_P3";5;103,05;98,05;98,05;"No calibrados"
"PM25_P3";4;101,267;97,267;97,267;"No calibrados"
"PM25_P3";7;100,683;93,683;93,683;"No calibrados"
"PM25_P3";4;100,05;96,05;96,05;"No calibrados"
"PM25_P3";3;100,8;97,8;97,8;"No calibrados"
"PM25_P3";10;105,817;95,817;95,817;"No calibrados"
"PM25_P3";13;105,883;92,883;92,883;"No calibrados"
"PM25_P3";14;110;96;96;"No calibrados"
"PM25_P3";18;119,833;101,833;101,833;"No calibrados"
"PM25_P3";19;122,317;103,317;103,317;"No calibrados"
"PM25_P3";23;132,583;109,583;109,583;"No calibrados"
"PM25_P3";31;137,083;106,083;106,083;"No calibrados"
"PM25_P3";32;142,367;110,367;110,367;"No calibrados"
"PM25_P3";36;142,867;106,867;106,867;"No calibrados"
"PM25_P3";27;135,95;108,95;108,95;"No calibrados"
"PM25_P3";22;134,067;112,067;112,067;"No calibrados"
"PM25_P3";24;137,883;113,883;113,883;"No calibrados"
"PM25_P3";28;138,367;110,367;110,367;"No calibrados"
"PM25_P3";27;139,283;112,283;112,283;"No calibrados"
"PM25_P3";28;141,117;113,117;113,117;"No calibrados"
"PM25_P3";22;133,567;111,567;111,567;"No calibrados"
"PM25_P3";21;128,717;107,717;107,717;"No calibrados"
"PM25_P3";12;123,833;111,833;111,833;"No calibrados"
"PM25_P3";11;125,033;114,033;114,033;"No calibrados"
"PM25_P3";13;125,667;112,667;112,667;"No calibrados"
"PM25_P3";13;120,617;107,617;107,617;"No calibrados"
"PM25_P3";11;115,45;104,45;104,45;"No calibrados"
"PM25_P3";8;109,683;101,683;101,683;"No calibrados"
"PM25_P3";9;108,233;99,233;99,233;"No calibrados"
"PM25_P3";11;115,267;104,267;104,267;"No calibrados"
"PM25_P3";16;122,85;106,85;106,85;"No calibrados"
"PM25_P3";11;116,767;105,767;105,767;"No calibrados"
"PM25_P3";25;140,483;115,483;115,483;"No calibrados"
"PM25_P3";35;151,267;116,267;116,267;"No calibrados"
"PM25_P3";42;152,367;110,367;110,367;"No calibrados"
"PM25_P3";31;145,45;114,45;114,45;"No calibrados"
"PM25_P3";36;147,283;111,283;111,283;"No calibrados"
"PM25_P3";27;143,467;116,467;116,467;"No calibrados"
"PM25_P3";19;131,483;112,483;112,483;"No calibrados"
"PM25_P3";10;119,133;109,133;109,133;"No calibrados"
"PM25_P3";15;116,267;101,267;101,267;"No calibrados"
"PM25_P3";11;125,017;114,017;114,017;"No calibrados"
"PM25_P3";22;127,35;105,35;105,35;"No calibrados"
"PM25_P3";15;127,583;112,583;112,583;"No calibrados"
"PM25_P3";18;135,533;117,533;117,533;"No calibrados"
"PM25_P3";16;130,367;114,367;114,367;"No calibrados"
"PM25_P3";11;127,017;116,017;116,017;"No calibrados"
"PM25_P3";11;129,6;118,6;118,6;"No calibrados"
"PM25_P3";8;129,45;121,45;121,45;"No calibrados"
"PM25_P3";10;126,65;116,65;116,65;"No calibrados"
"PM25_P3";15;125,017;110,017;110,017;"No calibrados"
"PM25_P3";15;124,8;109,8;109,8;"No calibrados"
"PM25_P3";15;126,833;111,833;111,833;"No calibrados"
"PM25_P3";19;131,15;112,15;112,15;"No calibrados"
"PM25_P3";19;135,25;116,25;116,25;"No calibrados"
"PM25_P3";19;131,05;112,05;112,05;"No calibrados"
"PM25_P3";20;137,7;117,7;117,7;"No calibrados"
"PM25_P3";28;140,933;112,933;112,933;"No calibrados"
"PM25_P3";30;147,333;117,333;117,333;"No calibrados"
"PM25_P3";37;149,15;112,15;112,15;"No calibrados"
"PM25_P3";33;147,8;114,8;114,8;"No calibrados"
"PM25_P3";35;150,167;115,167;115,167;"No calibrados"
"PM25_P3";37;151,083;114,083;114,083;"No calibrados"
"PM25_P3";28;142,583;114,583;114,583;"No calibrados"
"PM25_P3";28;143,033;115,033;115,033;"No calibrados"
"PM25_P3";27;145,95;118,95;118,95;"No calibrados"
"PM25_P3";40;154,283;114,283;114,283;"No calibrados"
"PM25_P3";32;154,5;122,5;122,5;"No calibrados"
"PM25_P3";34;154,6;120,6;120,6;"No calibrados"
"PM25_P3";30;154,933;124,933;124,933;"No calibrados"
"PM25_P3";30;153,833;123,833;123,833;"No calibrados"
"PM25_P3";23;149,233;126,233;126,233;"No calibrados"
"PM25_P3";20;144,433;124,433;124,433;"No calibrados"
"PM25_P3";21;146,3;125,3;125,3;"No calibrados"
"PM25_P3";20;137,317;117,317;117,317;"No calibrados"
"PM25_P3";12;126,35;114,35;114,35;"No calibrados"
"PM25_P3";9;111,017;102,017;102,017;"No calibrados"
"PM25_P3";10;109,117;99,117;99,117;"No calibrados"
"PM25_P3";14;120,05;106,05;106,05;"No calibrados"
"PM25_P3";13;127,6;114,6;114,6;"No calibrados"
"PM25_P3";13;129,433;116,433;116,433;"No calibrados"
"PM25_P3";18;128,733;110,733;110,733;"No calibrados"
"PM25_P3";18;133,5;115,5;115,5;"No calibrados"
"PM25_P3";18;129,167;111,167;111,167;"No calibrados"
"PM25_P3";21;133,267;112,267;112,267;"No calibrados"
"PM25_P3";33;139,083;106,083;106,083;"No calibrados"
"PM25_P3";35;139,067;104,067;104,067;"No calibrados"
"PM25_P3";28;134,3;106,3;106,3;"No calibrados"
"PM25_P3";15;124,2;109,2;109,2;"No calibrados"
"PM25_P3";19;121,95;102,95;102,95;"No calibrados"
"PM25_P3";22;128,883;106,883;106,883;"No calibrados"
"PM25_P3";20;129,417;109,417;109,417;"No calibrados"
"PM25_P3";18;124,967;106,967;106,967;"No calibrados"
"PM25_P3";18;122,2;104,2;104,2;"No calibrados"
"PM25_P3";13;120,433;107,433;107,433;"No calibrados"
"PM25_P3";13;117,317;104,317;104,317;"No calibrados"
"PM25_P3";13;110,383;97,383;97,383;"No calibrados"
"PM25_P3";19;135,383;116,383;116,383;"No calibrados"
"PM25_P3";20;146,733;126,733;126,733;"No calibrados"
"PM25_P3";26;144,483;118,483;118,483;"No calibrados"
"PM25_P3";18;143,683;125,683;125,683;"No calibrados"
"PM25_P3";23;145,7;122,7;122,7;"No calibrados"
"PM25_P3";21;144,683;123,683;123,683;"No calibrados"
"PM25_P3";17;139,55;122,55;122,55;"No calibrados"
"PM25_P3";22;137,717;115,717;115,717;"No calibrados"
"PM25_P3";25;140,65;115,65;115,65;"No calibrados"
"PM25_P3";26;144,767;118,767;118,767;"No calibrados"
"PM25_P3";34;146,883;112,883;112,883;"No calibrados"
"PM25_P3";38;149,967;111,967;111,967;"No calibrados"
"PM25_P3";37;153,483;116,483;116,483;"No calibrados"
